Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
S1w,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 173 kg,10-5
K1e,Hoshi,Kokonoe,Hokkaido,22.06.1963,181 cm 137 kg,7-8
K1w,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 132 kg,5-10
M1e,Daijuyama,Futagoyama,Niigata,08.04.1959,181 cm 160 kg,4-11
M1w,Ozutsu,Taiho,Mie,18.04.1956,183 cm 146 kg,8-7
M2e,Kirinji,Nishonoseki,Chiba,09.03.1953,182 cm 145 kg,3-12
M2w,Itai,Onaruto,Oita,21.03.1956,176 cm 132 kg,6-9
M3e,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182 cm 131 kg,5-10
M3w,Jingaku,Izutsu,Kagoshima,24.12.1959,190 cm 131 kg,5-10
M4e,Kaiki,Tomozuna,Aomori,12.06.1952,182 cm 142 kg,7-8
M4w,Hoo,Nishonoseki,Aichi,07.12.1956,180 cm 148 kg,5-10
M5e,Aobajo,Oshiogawa,Miyagi,14.11.1948,181 cm 147 kg,4-11
M5w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 150 kg,4-11
M6e,Kurama,Tokitsukaze,Shiga,16.12.1952,188 cm 140 kg,8-7
M6w,Konishiki,Takasago,U.S.A.,31.12.1963,187 cm 210 kg,12-3 JSK
M7e,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5 cm 122 kg,9-6
M7w,Koboyama,Kumagatani,Miyagi,15.08.1957,179 cm 147 kg,6-9
M8e,Kitao,Tatsunami,Mie,12.08.1963,198.5 cm 143 kg,8-7
M8w,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5 cm 117 kg,7-8
M9e,Toryu,Mihogaseki,Hyogo,19.12.1958,180 cm 153 kg,8-7
M9w,Wakanofuji,Kokonoe,Tokyo,29.03.1956,189.5 cm 150 kg,5-10
M10e,Masudayama,Kasugano,Ishikawa,10.04.1951,187 cm 152 kg,8-7
M10w,Onishiki,Dewanoumi,Niigata,11.09.1953,185.5 cm 141 kg,9-6
M11e,Daitetsu,Nishonoseki,Fukui,29.10.1956,193 cm 125 kg,8-7
M11w,Mitoizumi,Takasago,Ibaraki,02.09.1962,192 cm 151 kg,7-8
M12e,Hidanohana,Futagoyama,Gifu,13.12.1953,181.5 cm 137 kg,10-5
M12w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177 cm 137 kg,13-2 YGK
M13e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180 cm 144 kg,5-10
M13w,Tochitsurugi,Kasugano,Aichi,26.04.1955,170 cm 109 kg,9-6
M14e,Hachiya,Kasugano,Gifu,16.11.1950,180 cm 108 kg,10-5
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183 cm 120 kg,15-0 Y
Y1w,Takanosato,Futagoyama,Aomori,29.09.1952,181.5 cm 152 kg,0-3-12
O1e,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183 cm 145 kg,9-6
O1w,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 173 kg,12-3 J
O2eHD,Asashio,Takasago,Kochi,09.12.1955,183 cm 183 kg,9-6
O2wHD,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,188 cm 122 kg,9-6
S1e,Konishiki,Takasago,U.S.A.,31.12.1963,187 cm 210 kg,0-0-15
S1w,Kitao,Tatsunami,Mie,12.08.1963,198.5 cm 143 kg,11-4 S
S2eHD,Kotokaze,Sadogatake,Mie,26.04.1957,183.5 cm 169 kg,0-0-15
K1e,Hoshi,Kokonoe,Hokkaido,22.06.1963,181 cm 137 kg,8-7
K1w,Koboyama,Kumagatani,Miyagi,15.08.1957,179 cm 147 kg,4-11
M1e,Ozutsu,Taiho,Mie,18.04.1956,183 cm 146 kg,5-10
M1w,Jingaku,Izutsu,Kagoshima,24.12.1959,190 cm 131 kg,5-10
M2e,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 132 kg,10-5 G
M2w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 112 kg,6-9
M3e,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182 cm 131 kg,6-9
M3w,Daijuyama,Futagoyama,Niigata,08.04.1959,181 cm 160 kg,5-10
M4e,Tamaryu,Kataonami,Nagasaki,22.07.1954,191 cm 114 kg,4-11
M4w,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5 cm 122 kg,7-8
M5e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 150 kg,5-10
M5w,Hoo,Nishonoseki,Aichi,07.12.1956,180 cm 148 kg,4-11
M6e,Tochitsurugi,Kasugano,Aichi,26.04.1955,170 cm 109 kg,5-10
M6w,Sakahoko,Izutsu,Kagoshima,18.06.1961,181 cm 120 kg,8-7
M7e,Onishiki,Dewanoumi,Niigata,11.09.1953,185.5 cm 141 kg,8-7
M7w,Kotogaume,Sadogatake,Toyama,05.10.1963,177.5 cm 151 kg,9-6 K
M8e,Kurama,Tokitsukaze,Shiga,16.12.1952,188 cm 140 kg,6-9
M8w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177 cm 137 kg,7-8
M9e,Itai,Onaruto,Oita,21.03.1956,176 cm 132 kg,8-7
M9w,Hananoumi,Hanakago,Akita,06.12.1960,180 cm 131 kg,8-7
M10e,Kaiki,Tomozuna,Aomori,12.06.1952,182 cm 142 kg,8-7
M10w,Fujinokawa,Isenoumi,Aichi,20.08.1960,192 cm 138 kg,8-7
M11e,Kirinji,Nishonoseki,Chiba,09.03.1953,182 cm 145 kg,9-6
M11w,Aobajo,Oshiogawa,Miyagi,14.11.1948,181 cm 147 kg,8-7
M12e,Daitetsu,Nishonoseki,Fukui,29.10.1956,193 cm 125 kg,9-6
M12w,Toryu,Mihogaseki,Hyogo,19.12.1958,180 cm 153 kg,8-7
M13e,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5 cm 117 kg,9-6
M13w,Misugiiso,Hanakago,Aomori,11.05.1956,187 cm 126 kg,8-7
M14e,Masurao,Oshiogawa,Fukuoka,27.06.1961,187 cm 101 kg,7-8
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183 cm 125 kg,14-1 Y
Y1w,Futahaguro,Tatsunami,Mie,12.08.1963,199 cm 151 kg,3-4-8
O1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181 cm 140 kg,12-3 J
O1w,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 199 kg,8-7
O2eHD,Asashio,Takasago,Kochi,09.12.1955,183 cm 181.5 kg,9-6
O2wHD,Wakashimazu,Futagoyama,Kagoshima,12.01.1957,188 cm 125 kg,8-7
O3eHD,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183 cm 149 kg,8-7
S1e,Kotogaume,Sadogatake,Toyama,05.10.1963,178.5 cm 160 kg,8-7
S1w,Mitoizumi,Takasago,Ibaraki,02.09.1962,192 cm 170.5 kg,1-3-11
K1e,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5 cm 125 kg,3-12
K1w,Sakahoko,Izutsu,Kagoshima,18.06.1961,181 cm 130 kg,8-7 G
M1e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 161 kg,0-0-15
M1w,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5 cm 119 kg,4-11
M2e,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 135.5 kg,8-7
M2w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177 cm 137.5 kg,5-10
M3e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180 cm 142 kg,7-8
M3w,Takanofuji,Kokonoe,Tokyo,09.10.1963,191 cm 135 kg,4-11
M4e,Konishiki,Takasago,U.S.A.,31.12.1963,186 cm 230 kg,12-3 JS
M4w,Jingaku,Izutsu,Kagoshima,24.12.1959,188 cm 142 kg,5-10
M5e,Toryu,Mihogaseki,Hyogo,19.12.1958,180 cm 149 kg,6-9
M5w,Tochitsurugi,Kasugano,Aichi,26.04.1955,170.5 cm 116 kg,5-10
M6e,Ozutsu,Taiho,Mie,18.04.1956,183 cm 148.5 kg,7-8
M6w,Kirinji,Nishonoseki,Chiba,09.03.1953,182 cm 146.5 kg,6-9
M7e,Daitetsu,Nishonoseki,Fukui,29.10.1956,193 cm 126 kg,8-7
M7w,Daijuyama,Futagoyama,Niigata,08.04.1959,182 cm 159 kg,8-7
M8e,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 111 kg,9-6 K
M8w,Fujinokawa,Isenoumi,Aichi,20.08.1960,193 cm 150 kg,6-9
M9e,Koboyama,Kumagatani,Miyagi,15.08.1957,179 cm 147 kg,6-9
M9w,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182 cm 132 kg,8-7
M10e,Koryu,Miyagino,Tokushima,12.09.1961,174 cm 120 kg,8-7
M10w,Tamaryu,Kataonami,Nagasaki,22.07.1954,191 cm 122 kg,9-6
M11e,Kaiki,Tomozuna,Aomori,12.06.1952,182 cm 146.5 kg,7-8
M11w,Sasshunada,Izutsu,Kagoshima,07.06.1957,182 cm 150 kg,8-7
M12e,Itai,Onaruto,Oita,21.03.1956,176 cm 135 kg,10-5
M12w,Kurama,Tokitsukaze,Shiga,16.12.1952,188 cm 140.5 kg,7-8
M13e,Chikubayama,Miyagino,Fukuoka,21.08.1957,176 cm 121 kg,6-9
M13w,Fujihikari,Kokonoe,Chiba,06.11.1960,180 cm 131 kg,6-9
M14e,Hananoumi,Hanaregoma,Akita,06.12.1960,181 cm 134.5 kg,10-5
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183 cm 124 kg,9-2-4
Y1w,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181 cm 140 kg,14-1 Y
Y2eHD,Futahaguro,Tatsunami,Mie,12.08.1963,199 cm 151 kg,9-6
O1e,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 199 kg,13-2 J
O1w,Konishiki,Takasago,U.S.A.,31.12.1963,186 cm 230 kg,12-3
O2eHD,Asashio,Takasago,Kochi,09.12.1955,183 cm 181.5 kg,8-7
O2wHD,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183 cm 149 kg,8-7
S1e,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 135.5 kg,12-3 GK
S1w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 134 kg,8-7
K1e,Maenoshin,Takadagawa,Fukuoka,17.04.1961,184 cm 141 kg,4-11
K1w,Dewanohana,Dewanoumi,Aomori,13.05.1951,185.5 cm 125 kg,3-12
M1e,Kirinji,Nishonoseki,Chiba,09.03.1953,182 cm 146.5 kg,5-10
M1w,Takanofuji,Kokonoe,Tokyo,09.10.1963,191 cm 135 kg,3-12
M2e,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,183 cm 164 kg,5-10
M2w,Ozutsu,Taiho,Mie,18.04.1956,183 cm 148.5 kg,4-11
M3e,Masurao,Oshiogawa,Fukuoka,27.06.1961,188 cm 116 kg,1-3-11
M3w,Sadanoumi,Dewanoumi,Osaka,19.07.1956,182 cm 132 kg,3-12
M4e,Daitetsu,Nishonoseki,Fukui,29.10.1956,193 cm 126 kg,4-11
M4w,Sakahoko,Izutsu,Kagoshima,18.06.1961,181 cm 130 kg,8-7 S
M5e,Tamaryu,Kataonami,Nagasaki,22.07.1954,191 cm 122 kg,8-7
M5w,Jingaku,Izutsu,Kagoshima,24.12.1959,188 cm 142 kg,9-6
M6e,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 111 kg,6-9
M6w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,177 cm 137.5 kg,6-9
M7e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 161 kg,8-7
M7w,Daijuyama,Futagoyama,Niigata,08.04.1959,182 cm 159 kg,8-7
M8e,Toryu,Mihogaseki,Hyogo,19.12.1958,180 cm 149 kg,6-9
M8w,Hananoumi,Hanaregoma,Akita,06.12.1960,181 cm 134.5 kg,8-4-3
M9e,Kinoarashi,Oshiogawa,Hokkaido,09.07.1961,182 cm 160 kg,5-10
M9w,Kirinishiki,Kagamiyama,Gunma,31.08.1962,186 cm 160 kg,8-7
M10e,Itai,Onaruto,Oita,21.03.1956,176 cm 135 kg,9-6
M10w,Kotogaume,Sadogatake,Toyama,05.10.1963,178.5 cm 160 kg,9-6
M11e,Onishiki,Dewanoumi,Niigata,11.09.1953,182.5 cm 142.5 kg,2-13
M11w,Tochitsukasa,Kasugano,Aichi,25.04.1958,180 cm 142 kg,8-7
M12e,Kirishima,Izutsu,Kagoshima,03.04.1959,186.5 cm 119 kg,8-7
M12w,Koboyama,Kumagatani,Miyagi,15.08.1957,179 cm 147 kg,9-6
M13e,Sasshunada,Izutsu,Kagoshima,07.06.1957,182 cm 150 kg,9-6
M13w,Fujinoshin,Kokonoe,Chiba,06.11.1960,180 cm 131 kg,9-6
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183 cm 123 kg,15-0 Y
Y1w,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 201 kg,8-7
Y2eHD,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181 cm 144 kg,0-0-15
O1e,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 143 kg,12-3 J
O1w,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183 cm 142 kg,8-7
O2eHD,Konishiki,Takasago,U.S.A.,31.12.1963,187 cm 252 kg,3-12
O2wHD,Asashio,Takasago,Kochi,09.12.1955,183 cm 169 kg,9-6
S1e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181 cm 129 kg,9-6
S1w,Kotogaume,Sadogatake,Toyama,05.10.1963,179 cm 172 kg,8-7
K1e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 141 kg,7-8
K1w,Mitoizumi,Takasago,Ibaraki,02.09.1962,194 cm 168 kg,10-5 S
M1e,Hananoumi,Hanaregoma,Akita,06.12.1960,181 cm 140 kg,5-10
M1w,Takanofuji,Kokonoe,Tokyo,09.10.1963,192 cm 141 kg,2-13
M2e,Akinoshima,Fujishima,Hiroshima,16.03.1967,175 cm 132 kg,8-7 S
M2w,Kirishima,Izutsu,Kagoshima,03.04.1959,187 cm 116 kg,5-10
M3e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 149 kg,5-10
M3w,Enazakura,Oshiogawa,Gifu,29.07.1960,180 cm 134 kg,3-12
M4e,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185 cm 171 kg,9-6
M4w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 116 kg,7-8
M5e,Ozutsu,Taiho,Mie,18.04.1956,183 cm 136 kg,5-10
M5w,Nankairyu,Takasago,Western Samoa,22.02.1965,188 cm 153 kg,6-8-1
M6e,Sasshunada,Izutsu,Kagoshima,07.06.1957,183 cm 146 kg,6-9
M6w,Fujinoshin,Kokonoe,Chiba,06.11.1960,180 cm 146 kg,5-10
M7e,Daijuyama,Futagoyama,Niigata,08.04.1959,183 cm 152 kg,10-5
M7w,Jingaku,Izutsu,Kagoshima,24.12.1959,189 cm 143 kg,8-7
M8e,Wakasegawa,Isegahama,Yamagata,28.07.1962,189 cm 150 kg,8-7
M8w,Daitetsu,Nishonoseki,Fukui,29.10.1956,193 cm 130 kg,6-9
M9e,Kirinishiki,Kagamiyama,Gunma,31.08.1962,187 cm 156 kg,7-8
M9w,Hananokuni,Hanaregoma,Osaka,15.10.1959,185 cm 144 kg,11-4 K
M10e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,180 cm 128 kg,8-7
M10w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,178 cm 137 kg,8-7
M11e,Itai,Onaruto,Oita,21.03.1956,177 cm 135 kg,9-6
M11w,Koboyama,Kumagatani,Miyagi,15.08.1957,179 cm 143 kg,8-7
M12e,Kotofuji,Sadogatake,Chiba,28.10.1964,190 cm 139 kg,11-4 K
M12w,Misugisato,Futagoyama,Shiga,01.07.1962,185 cm 135 kg,9-6
M13e,Kirinji,Nishonoseki,Chiba,09.03.1953,183 cm 144 kg,0-2-11
M13w,Tochitsukasa,Kasugano,Aichi,25.04.1958,180 cm 150 kg,4-4-7
M14e,Kinoarashi,Oshiogawa,Hokkaido,09.07.1961,183 cm 162 kg,5-10
Y1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181 cm 144 kg,11-4 J
Y1w,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183 cm 125 kg,15-0 Y
Y2eHD,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 210 kg,7-8
O1e,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183 cm 144 kg,10-5
O1w,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 142 kg,9-6
O2wHD,Konishiki,Takasago,U.S.A.,31.12.1963,187 cm 225 kg,5-10
S1e,Kotogaume,Sadogatake,Toyama,05.10.1963,180 cm 183 kg,10-5 G
S1w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 115 kg,8-7 K
K1e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 148 kg,5-10
K1w,Daijuyama,Futagoyama,Niigata,08.04.1959,183 cm 161 kg,5-10
M1e,Kirishima,Izutsu,Kagoshima,03.04.1959,187 cm 128 kg,8-7
M1w,Mitoizumi,Takasago,Ibaraki,02.09.1962,194 cm 173 kg,9-6
M2e,Akinoshima,Fujishima,Hiroshima,16.03.1967,176 cm 133 kg,7-8
M2w,Ozutsu,Taiho,Mie,18.04.1956,183 cm 142 kg,5-10
M3e,Misugisato,Futagoyama,Shiga,01.07.1962,185 cm 141 kg,6-9
M3w,Fujinoshin,Kokonoe,Chiba,06.11.1960,181 cm 147 kg,3-10-2
M4e,Hananokuni,Hanaregoma,Osaka,15.10.1959,185 cm 146 kg,8-7
M4w,Masurao,Oshiogawa,Fukuoka,27.06.1961,188 cm 127 kg,4-11
M5e,Itai,Onaruto,Oita,21.03.1956,177 cm 137 kg,6-9
M5w,Jingaku,Izutsu,Kagoshima,24.12.1959,189 cm 147 kg,8-7
M6e,Kotofuji,Sadogatake,Chiba,28.10.1964,191 cm 144 kg,8-7
M6w,Wakasegawa,Isegahama,Yamagata,28.07.1962,189 cm 152 kg,6-9
M7e,Sakahoko,Izutsu,Kagoshima,18.06.1961,181 cm 129 kg,6-9
M7w,Enazakura,Oshiogawa,Gifu,29.07.1960,180 cm 134 kg,6-9
M8e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,180 cm 128 kg,7-8
M8w,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185 cm 172 kg,9-6
M9e,Kinoarashi,Oshiogawa,Hokkaido,09.07.1961,183 cm 161 kg,7-8
M9w,Kotonishiki,Sadogatake,Gunma,08.06.1968,176 cm 132 kg,7-8
M10e,Koboyama,Kumagatani,Miyagi,15.08.1957,179 cm 142 kg,7-8
M10w,Kyokudozan,Oshima,Kagoshima,14.10.1964,181 cm 100 kg,8-7
M11e,Takanofuji,Kokonoe,Tokyo,09.10.1963,192 cm 137 kg,9-6
M11w,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,187 cm 171 kg,9-6
M12e,Kasugafuji,Kasugayama,Kanagawa,20.02.1966,177 cm 139 kg,9-6
M12w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 147 kg,8-7
M13e,Tochitsukasa,Kasugano,Aichi,25.04.1958,180 cm 155 kg,9-6
M13w,Komafudo,Hanaregoma,Toyama,15.09.1967,181 cm 142 kg,5-10
M14e,Sasshunada,Izutsu,Kagoshima,07.06.1957,183 cm 149 kg,5-10
M14w,Takanohama,Fujishima,Fukuoka,22.09.1965,188 cm 184 kg,9-6
Y1e,Chiyonofuji,Kokonoe,Hokkaido,01.06.1955,183 cm 122 kg,0-0-15
Y1w,Asahifuji,Oshima,Aomori,06.07.1960,188 cm 143 kg,13-2 J
Y2eHD,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181 cm 147 kg,14-1 Y
Y2wHD,Onokuni,Hanaregoma,Hokkaido,09.10.1962,189 cm 186 kg,0-0-15
O1e,Konishiki,Takasago,U.S.A.,31.12.1963,187 cm 239 kg,9-6
O1w,Hokutenyu,Mihogaseki,Hokkaido,08.08.1960,183 cm 139 kg,2-5-8
O2eHD,Kirishima,Izutsu,Kagoshima,03.04.1959,187 cm 124 kg,13-2 J
S1e,Akinoshima,Fujishima,Hiroshima,16.03.1967,176 cm 134 kg,6-9
S1w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 110.5 kg,9-6
K1e,Kotonishiki,Sadogatake,Gunma,08.06.1968,177 cm 133 kg,9-6 S
K1w,Jingaku,Izutsu,Kagoshima,24.12.1959,190 cm 147 kg,3-12
M1e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 151 kg,9-6
M1w,Misugisato,Futagoyama,Shiga,01.07.1962,185 cm 144 kg,4-11
M2e,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 146 kg,6-9
M2w,Tochitsukasa,Kasugano,Aichi,25.04.1958,180 cm 159 kg,0-0-15
M3e,Kotogaume,Sadogatake,Toyama,05.10.1963,180 cm 176 kg,7-8
M3w,Toyonoumi,Fujishima,Fukuoka,22.09.1965,189 cm 183 kg,3-12
M4e,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185 cm 175 kg,3-8-4
M4w,Kasugafuji,Ajigawa,Kanagawa,20.02.1966,180 cm 141 kg,6-9
M5e,Kotofuji,Sadogatake,Chiba,28.10.1964,192 cm 145 kg,7-8
M5w,Sakahoko,Izutsu,Kagoshima,18.06.1961,182 cm 126 kg,8-7
M6e,Kirinishiki,Kagamiyama,Gunma,31.08.1962,187 cm 167 kg,6-9
M6w,Wakasegawa,Isegahama,Yamagata,28.07.1962,189 cm 149 kg,6-9
M7e,Mitoizumi,Takasago,Ibaraki,02.09.1962,194 cm 176 kg,5-10
M7w,Enazakura,Oshiogawa,Gifu,29.07.1960,181 cm 135 kg,8-7
M8e,Ozutsu,Taiho,Mie,18.04.1956,183 cm 137 kg,8-7
M8w,Kyokudozan,Oshima,Kagoshima,14.10.1964,182 cm 102 kg,6-9
M9e,Itai,Onaruto,Oita,21.03.1956,178 cm 139 kg,8-7
M9w,Takanofuji,Kokonoe,Tokyo,09.10.1963,192 cm 143 kg,8-7
M10e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181 cm 130 kg,8-7
M10w,Wakahanada,Fujishima,Tokyo,20.01.1971,178 cm 108 kg,8-7
M11e,Hananokuni,Hanaregoma,Osaka,15.10.1959,185 cm 145 kg,10-5
M11w,Daijuyama,Futagoyama,Niigata,08.04.1959,183 cm 159 kg,8-7
M12e,Daishoyama,Tatsunami,Ishikawa,07.07.1966,182 cm 166 kg,8-7
M12w,Tagaryu,Kagamiyama,Ibaraki,15.02.1958,178 cm 136 kg,5-10
M13e,Takatoriki,Fujishima,Fukuoka,28.09.1967,181 cm 131 kg,11-4 K
M13w,Kyokugozan,Oshima,Chiba,18.09.1968,181 cm 169 kg,1-14
M14e,Akebono,Azumazeki,U.S.A.,08.05.1969,204 cm 185 kg,9-6
Y1e,Hokutoumi,Kokonoe,Hokkaido,22.06.1963,181 cm 147 kg,0-0-15
Y1w,Asahifuji,Oshima,Aomori,06.07.1960,189 cm 143 kg,2-4-9
O1e,Konishiki,Takasago,U.S.A.,31.12.1963,187 cm 236 kg,11-4
O1w,Kirishima,Izutsu,Kagoshima,03.04.1959,187 cm 127 kg,12-3 J
S1e,Takatoriki,Fujishima,Hyogo,28.09.1967,181 cm 139 kg,8-7
S1w,Takahanada,Fujishima,Tokyo,12.08.1972,186 cm 133 kg,7-8
K1e,Akinoshima,Fujishima,Hiroshima,16.03.1967,176 cm 139 kg,9-6
K1w,Akebono,Azumazeki,U.S.A.,08.05.1969,204 cm 194 kg,7-8
K2eHD,Kotofuji,Sadogatake,Chiba,28.10.1964,192 cm 150 kg,4-11
M1e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 156 kg,11-4 K
M1w,Sakahoko,Izutsu,Kagoshima,18.06.1961,182 cm 124 kg,5-10
M2e,Mitoizumi,Takasago,Ibaraki,02.09.1962,194 cm 181 kg,8-7
M2w,Misugisato,Futagoyama,Shiga,01.07.1962,185 cm 149 kg,8-7
M3e,Kushimaumi,Dewanoumi,Wakayama,06.08.1965,188 cm 179 kg,8-7
M3w,Wakahanada,Fujishima,Tokyo,20.01.1971,180 cm 117 kg,11-4 GS
M4e,Tomoefuji,Kokonoe,Akita,27.01.1971,191 cm 144 kg,0-2-13
M4w,Kyokudozan,Oshima,Kagoshima,14.10.1964,182 cm 102 kg,6-9
M5e,Kotonishiki,Sadogatake,Gunma,08.06.1968,177 cm 134 kg,13-2 YK
M5w,Kotogaume,Sadogatake,Toyama,05.10.1963,180 cm 173 kg,5-10
M6e,Kirinishiki,Kagamiyama,Gunma,31.08.1962,188 cm 171 kg,8-7
M6w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,192 cm 155 kg,7-8
M7e,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 111 kg,8-7
M7w,Takamisugi,Futagoyama,Kanagawa,01.03.1961,179 cm 150 kg,8-7
M8e,Wakasegawa,Isegahama,Yamagata,28.07.1962,189 cm 148 kg,8-7
M8w,Kototsubaki,Sadogatake,Okinawa,06.12.1960,188 cm 147 kg,8-7
M9e,Daishoyama,Tatsunami,Ishikawa,07.07.1966,182 cm 178 kg,8-7
M9w,Ryogoku,Dewanoumi,Nagasaki,30.07.1962,185 cm 170 kg,7-8
M10e,Daishoho,Tatsunami,Hokkaido,07.05.1967,188 cm 139 kg,6-9
M10w,Ozutsu,Taiho,Mie,18.04.1956,183 cm 137 kg,6-9
M11e,Kasugafuji,Ajigawa,Miyagi,20.02.1966,180 cm 140 kg,9-6
M11w,Oginohana,Dewanoumi,Chiba,18.11.1967,189 cm 144 kg,5-10
M12e,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181 cm 130 kg,7-8
M12w,Mainoumi,Dewanoumi,Aomori,17.02.1968,174 cm 93 kg,8-7 G
M13e,Wakashoyo,Futagoyama,Tokyo,08.03.1966,181 cm 153 kg,3-12
M13w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,184 cm 139 kg,8-7
M14e,Toyonoumi,Fujishima,Fukuoka,22.09.1965,190 cm 190 kg,7-8
M14w,Enazakura,Oshiogawa,Gifu,29.07.1960,181 cm 132 kg,7-8
M15e,Takanofuji,Kokonoe,Tokyo,09.10.1963,192 cm 138 kg,7-8
M15w,Tamakairiki,Kataonami,Tokyo,16.07.1966,183 cm 139 kg,2-11-2
M16e,Kyokugozan,Oshima,Chiba,18.09.1968,182 cm 176 kg,4-11
O1e,Kirishima,Izutsu,Kagoshima,03.04.1959,187 cm 127 kg,7-8
O1w,Konishiki,Takasago,U.S.A.,31.12.1963,187 cm 264 kg,9-6
O2eHD,Akebono,Azumazeki,U.S.A.,08.05.1969,204 cm 200 kg,9-6
S1e,Akinoshima,Fujishima,Hiroshima,16.03.1967,176 cm 140 kg,8-7
S1w,Musashimaru,Musashigawa,U.S.A.,02.05.1971,190 cm 177 kg,10-5
S2wHD,Mitoizumi,Takasago,Ibaraki,02.09.1962,195 cm 183 kg,8-7
K1e,Misugisato,Futagoyama,Shiga,01.07.1962,185 cm 153 kg,5-10
K1w,Takahanada,Fujishima,Tokyo,12.08.1972,186 cm 130 kg,14-1 YS
K2eHD,Kyokudozan,Oshima,Kagoshima,14.10.1964,183 cm 104 kg,8-7 K
M1e,Kotonishiki,Sadogatake,Gunma,08.06.1968,177 cm 140 kg,11-4 J
