Rank,Rikishi,Heya,Shusshin,Birth Date,Height/Weight,Result
M8w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,181 cm 134 kg,8-7
M9e,Daishi,Oshiogawa,Ibaraki,23.08.1968,181 cm 160 kg,5-10
M9w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183 cm 145 kg,8-7
M10e,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,178 cm 127 kg,6-9
M10w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191 cm 174 kg,8-7
M11e,Kenko,Takadagawa,Osaka,27.06.1967,191 cm 135 kg,8-7
M11w,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,182 cm 143 kg,7-8
M12e,Minatofuji,Minato,Gunma,06.07.1968,185 cm 164 kg,8-7
M12w,Asahiyutaka,Oshima,Aichi,10.09.1968,190 cm 135 kg,9-6
M13e,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 116 kg,0-0-15
M13w,Gojoro,Magaki,Miyagi,18.08.1973,191 cm 147 kg,7-8
M14e,Konishiki,Takasago,U.S.A.,31.12.1963,184 cm 275 kg,8-7
M14w,Yamato,Magaki,U.S.A.,17.12.1969,189 cm 191 kg,7-8
M15e,Mainoumi,Dewanoumi,Aomori,17.02.1968,171 cm 99 kg,9-6
M15w,Rikio,Naruto,Nara,20.12.1972,191 cm 153 kg,8-7
M16e,Tochinonada,Kasugano,Ishikawa,26.02.1974,186 cm 160 kg,9-6
Y1e,Akebono,Azumazeki,U.S.A.,08.05.1969,204 cm 227 kg,10-5
Y1w,Takanohana,Futagoyama,Tokyo,12.08.1972,185 cm 154 kg,10-5
O1e,Wakanohana,Futagoyama,Tokyo,20.01.1971,181 cm 131 kg,12-3 Y
O1w,Musashimaru,Musashigawa,U.S.A.,02.05.1971,191 cm 215 kg,10-5
O2e,Takanonami,Futagoyama,Aomori,27.10.1971,197 cm 175 kg,11-4 J
S1e,Musoyama,Musashigawa,Ibaraki,14.02.1972,186 cm 169 kg,5-10
S1w,Kaio,Tomozuna,Fukuoka,24.07.1972,184 cm 155 kg,7-8
K1e,Chiyotaikai,Kokonoe,Oita,29.04.1976,181 cm 160 kg,8-7
K1w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175 cm 153 kg,10-5 G
M1e,Tochinonada,Kasugano,Ishikawa,26.02.1974,188 cm 170 kg,7-8
M1w,Aogiyama,Tokitsukaze,Shiga,18.02.1970,181 cm 149 kg,3-12
M2e,Kotonishiki,Sadogatake,Gunma,08.06.1968,177 cm 136 kg,11-4 JS
M2w,Tosanoumi,Isenoumi,Kochi,16.02.1972,187 cm 158 kg,4-11
M3e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191 cm 175 kg,4-11
M3w,Oginishiki,Dewanoumi,Chiba,08.07.1971,184 cm 141 kg,8-7 S
M4e,Minatofuji,Minato,Gunma,06.07.1968,187 cm 168 kg,4-11
M4w,Tamakasuga,Kataonami,Ehime,07.01.1972,183 cm 153 kg,4-11
M5e,Takatoriki,Futagoyama,Hyogo,28.09.1967,181 cm 146 kg,9-6
M5w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180 cm 149 kg,0-0-15
M6e,Shikishima,Tatsutagawa,Chiba,15.12.1970,183 cm 185 kg,8-7
M6w,Asahiyutaka,Oshima,Aichi,10.09.1968,190 cm 132 kg,7-8
M7e,Gojoro,Magaki,Miyagi,18.08.1973,190 cm 147 kg,9-6
M7w,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 162 kg,8-7
M8e,Ganyu,Kitanoumi,Hyogo,06.08.1970,184 cm 172 kg,8-7
M8w,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,179 cm 123 kg,8-7
M9e,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183 cm 147 kg,8-7
M9w,Wakanojo,Magaki,Okinawa,13.04.1973,193 cm 154 kg,8-7
M10e,Mitoizumi,Takasago,Ibaraki,02.09.1962,193 cm 175 kg,6-9
M10w,Kotoryu,Sadogatake,Hyogo,02.03.1972,185 cm 144 kg,6-9
M11e,Kitakachidoki,Isenoumi,Hokkaido,01.01.1966,182 cm 144 kg,5-10
M11w,Dejima,Musashigawa,Ishikawa,21.03.1974,179 cm 161 kg,10-5 K
M12e,Akinoshu,Izutsu,Hiroshima,17.01.1969,179 cm 117 kg,2-13
M12w,Terao,Izutsu,Kagoshima,02.02.1963,186 cm 115 kg,9-6
M13e,Asanowaka,Wakamatsu,Aichi,11.12.1969,176 cm 140 kg,7-8
M13w,Kyokushuzan,Oshima,Mongolia,08.03.1973,182 cm 133 kg,9-6
M14e,Asanosho,Wakamatsu,Kanagawa,23.12.1969,185 cm 143 kg,8-7
M14w,Kotoinazuma,Sadogatake,Gunma,26.04.1962,180 cm 137 kg,8-7
M15e,Toki,Takasago,Chiba,04.07.1974,188 cm 161 kg,7-8
M15w,Wakanosato,Naruto,Aomori,10.07.1976,185 cm 158 kg,10-5 K
M16e,Kaiho,Hakkaku,Aomori,17.04.1973,177 cm 122 kg,8-7
Y1e,Takanohana,Futagoyama,Tokyo,12.08.1972,185.3 cm 158 kg,0-0-15
Y1w,Wakanohana,Futagoyama,Tokyo,20.01.1971,178.5 cm 124.5 kg,3-5-7
Y2e,Akebono,Azumazeki,U.S.A.,08.05.1969,203.5 cm 232 kg,11-4
O1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,191.6 cm 224 kg,13-2 Y
O1w,Takanonami,Futagoyama,Aomori,27.10.1971,196.2 cm 168.5 kg,9-6
O2w,Chiyotaikai,Kokonoe,Oita,29.04.1976,181.5 cm 158 kg,0-0-15
S1e,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175 cm 154.5 kg,6-9
S1w,Kaio,Tomozuna,Fukuoka,24.07.1972,184.5 cm 165.5 kg,12-3 JK
S2e,Dejima,Musashigawa,Ishikawa,21.03.1974,180 cm 153 kg,11-4
K1e,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180.4 cm 145 kg,10-5
K1w,Takatoriki,Futagoyama,Hyogo,28.09.1967,180.5 cm 152 kg,5-10
M1e,Tosanoumi,Isenoumi,Kochi,16.02.1972,186 cm 162 kg,8-7 S
M1w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,190.5 cm 177 kg,2-13
M2e,Tochinonada,Kasugano,Ishikawa,26.02.1974,188 cm 164 kg,3-9-3
M2w,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,187.7 cm 171 kg,6-9
M3e,Chiyotenzan,Kokonoe,Osaka,06.02.1976,183.7 cm 146 kg,9-6 S
M3w,Kotonishiki,Sadogatake,Gunma,08.06.1968,175.5 cm 134.5 kg,9-6
M4e,Kyokushuzan,Oshima,Mongolia,08.03.1973,181.5 cm 137 kg,5-10
M4w,Aogiyama,Tokitsukaze,Shiga,18.02.1970,181.5 cm 153 kg,7-8
M5e,Tochinowaka,Kasugano,Wakayama,22.05.1962,190 cm 154.5 kg,5-10
M5w,Tamakasuga,Kataonami,Ehime,07.01.1972,183 cm 150 kg,7-8
M6e,Musoyama,Musashigawa,Ibaraki,14.02.1972,184 cm 167 kg,0-0-15
M6w,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,184 cm 127 kg,4-11
M7e,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183 cm 148 kg,8-7
M7w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 111.5 kg,6-9
M8e,Toki,Takasago,Chiba,04.07.1974,189 cm 167 kg,9-6
M8w,Kotoryu,Sadogatake,Hyogo,02.03.1972,183 cm 146 kg,5-10
M9e,Minatofuji,Minato,Gunma,06.07.1968,187 cm 169.5 kg,8-7
M9w,Ohinode,Tatsunami,Hyogo,19.01.1970,184 cm 151.5 kg,6-9
M10e,Kaiho,Hakkaku,Aomori,17.04.1973,178 cm 122 kg,8-7
M10w,Wakanosato,Naruto,Aomori,10.07.1976,185 cm 155.5 kg,11-4 G
M11e,Daizen,Nishonoseki,Osaka,14.12.1964,188.5 cm 157.5 kg,7-8
M11w,Shikishima,Tatsutagawa,Chiba,15.12.1970,183.5 cm 184.5 kg,8-7
M12e,Ganyu,Kitanoumi,Hyogo,06.08.1970,185 cm 172.5 kg,7-7-1
M12w,Wakanojo,Magaki,Okinawa,13.04.1973,191 cm 155 kg,8-7
M13e,Asanosho,Wakamatsu,Kanagawa,23.12.1969,184.5 cm 144.5 kg,9-6
M13w,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,178 cm 119.5 kg,9-6
M14e,Oginishiki,Dewanoumi,Chiba,08.07.1971,186 cm 139.5 kg,5-10
M14w,Kyokutenho,Oshima,Mongolia,13.09.1974,191 cm 141.5 kg,9-6
M15e,Yotsukasa,Irumagawa,Mie,25.09.1973,177 cm 153 kg,9-6
Y1e,Akebono,Azumazeki,U.S.A.,08.05.1969,203.5 cm 230.5 kg,13-2 J
Y1w,Takanohana,Futagoyama,Tokyo,12.08.1972,186.5 cm 152.5 kg,13-2 J
Y2e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,192 cm 230.5 kg,0-0-15
O1e,Dejima,Musashigawa,Ishikawa,21.03.1974,180.6 cm 160 kg,8-7
O1w,Musoyama,Musashigawa,Ibaraki,14.02.1972,184 cm 172 kg,0-0-15
O2e,Chiyotaikai,Kokonoe,Oita,29.04.1976,181.5 cm 158.5 kg,11-4
O2w,Takanonami,Futagoyama,Aomori,27.10.1971,196.6 cm 169.5 kg,6-9
S1e,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,188 cm 175.5 kg,11-4 K
S1w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180.5 cm 147 kg,9-6
K1e,Tosanoumi,Isenoumi,Kochi,16.02.1972,186 cm 160 kg,9-6
K1w,Kaio,Tomozuna,Fukuoka,24.07.1972,185 cm 175 kg,14-1 YSK
K2w,Takatoriki,Futagoyama,Hyogo,28.09.1967,180.5 cm 147.5 kg,2-13
M1e,Tochinonada,Kasugano,Ishikawa,26.02.1974,187.5 cm 163.5 kg,5-10
M1w,Asanowaka,Wakamatsu,Aichi,11.12.1969,176 cm 142.3 kg,5-10
M2e,Wakanoyama,Musashigawa,Wakayama,12.05.1972,177 cm 163.5 kg,5-10
M2w,Hamanoshima,Mihogaseki,Kumamoto,21.03.1970,179 cm 118 kg,3-12
M3e,Oginishiki,Dewanoumi,Chiba,08.07.1971,186 cm 139 kg,6-9
M3w,Daizen,Nishonoseki,Osaka,14.12.1964,188.3 cm 160 kg,3-12
M4e,Kyokushuzan,Oshima,Mongolia,08.03.1973,182.5 cm 133.5 kg,5-10
M4w,Tamakasuga,Kataonami,Ehime,07.01.1972,183 cm 148 kg,9-6
M5e,Kaiho,Hakkaku,Aomori,17.04.1973,178 cm 125 kg,7-8
M5w,Kotoryu,Sadogatake,Hyogo,02.03.1972,183 cm 149 kg,7-8
M6e,Kyokutenho,Oshima,Mongolia,13.09.1974,191 cm 140 kg,7-8
M6w,Chiyotenzan,Kokonoe,Osaka,06.02.1976,183.5 cm 150 kg,6-9
M7e,Takanowaka,Naruto,Nagasaki,02.04.1976,190 cm 137.5 kg,8-7
M7w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175 cm 156.5 kg,10-5
M8e,Kotomitsuki,Sadogatake,Aichi,11.04.1976,180.7 cm 149.5 kg,0-0-15
M8w,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,184 cm 131.5 kg,5-10
M9e,Toki,Takasago,Chiba,04.07.1974,189.5 cm 173.5 kg,9-6
M9w,Minatofuji,Minato,Gunma,06.07.1968,186 cm 165.5 kg,0-0-15
M10e,Shikishima,Tatsutagawa,Chiba,15.12.1970,184.5 cm 185.5 kg,6-9
M10w,Kinkaiyama,Dewanoumi,Nagasaki,07.01.1976,183 cm 155 kg,5-10
M11e,Hayateumi,Oitekaze,Aomori,05.07.1975,183.5 cm 129 kg,9-6
M11w,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183 cm 148 kg,9-6
M12e,Tochinohana,Kasugano,Iwate,28.02.1973,184.5 cm 148 kg,12-3 GK
M12w,Asanosho,Wakamatsu,Kanagawa,23.12.1969,185.5 cm 144.5 kg,4-11
M13e,Aogiyama,Tokitsukaze,Shiga,18.02.1970,181.5 cm 151 kg,7-8
M13w,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 111 kg,5-10
M14e,Jumonji,Tatsutagawa,Aomori,09.06.1976,186 cm 155 kg,6-9
M14w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,190.5 cm 173.5 kg,10-5
Y1e,Takanohana,Futagoyama,Tokyo,12.08.1972,185 cm 161 kg,13-2 Y
Y1w,Musashimaru,Musashigawa,U.S.A.,02.05.1971,192 cm 220 kg,13-2 D
O1e,Kaio,Tomozuna,Fukuoka,24.07.1972,185 cm 172 kg,4-5-6
O1w,Musoyama,Musashigawa,Ibaraki,14.02.1972,183 cm 177.5 kg,9-6
O2e,Dejima,Musashigawa,Ishikawa,21.03.1974,181 cm 165.5 kg,5-10
O2w,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,187.7 cm 176 kg,9-6
O3e,Chiyotaikai,Kokonoe,Oita,29.04.1976,182 cm 163 kg,12-3
S1e,Tochinonada,Kasugano,Ishikawa,26.02.1974,187 cm 161 kg,4-11
S1w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180.5 cm 144 kg,9-6
K1e,Kotomitsuki,Sadogatake,Aichi,11.04.1976,180.5 cm 148 kg,9-6 G
K1w,Asashoryu,Wakamatsu,Mongolia,27.09.1980,184.5 cm 128 kg,8-7 S
M1e,Wakanosato,Naruto,Aomori,10.07.1976,184 cm 156 kg,8-7
M1w,Takanowaka,Naruto,Nagasaki,02.04.1976,190 cm 145.5 kg,5-10
M2e,Wakanoyama,Musashigawa,Wakayama,12.05.1972,177 cm 160.5 kg,2-6-7
M2w,Chiyotenzan,Kokonoe,Osaka,06.02.1976,183.5 cm 148.5 kg,4-11
M3e,Tamanoshima,Kataonami,Fukushima,15.09.1977,187.5 cm 153 kg,5-10
M3w,Tosanoumi,Isenoumi,Kochi,16.02.1972,186 cm 160 kg,7-8
M4e,Tamakasuga,Kataonami,Ehime,07.01.1972,183.5 cm 154.5 kg,6-9
M4w,Hayateumi,Oitekaze,Aomori,05.07.1975,183.5 cm 129 kg,9-6
M5e,Tochisakae,Kasugano,Saga,27.06.1974,184 cm 155.5 kg,7-8
M5w,Takanonami,Futagoyama,Aomori,27.10.1971,196.5 cm 166 kg,8-7
M6e,Kaiho,Hakkaku,Aomori,17.04.1973,177 cm 124 kg,6-9
M6w,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,184 cm 134 kg,4-11
M7e,Jumonji,Michinoku,Aomori,09.06.1976,185 cm 159.5 kg,7-8
M7w,Kyokutenho,Oshima,Mongolia,13.09.1974,191.3 cm 146 kg,6-9
M8e,Otsukasa,Irumagawa,Hyogo,18.02.1971,175 cm 150.5 kg,8-7
M8w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,190.5 cm 172.5 kg,9-6
M9e,Terao,Izutsu,Kagoshima,02.02.1963,185 cm 114 kg,2-13
M9w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175 cm 154 kg,8-7
M10e,Kotoryu,Sadogatake,Hyogo,02.03.1972,183 cm 145.5 kg,0-0-15
M10w,Aminishiki,Ajigawa,Aomori,03.10.1978,184 cm 123 kg,7-8
M11e,Higonoumi,Mihogaseki,Kumamoto,23.09.1969,183.5 cm 152.5 kg,11-4
M11w,Asanowaka,Wakamatsu,Aichi,11.12.1969,176 cm 140 kg,7-8
M12e,Wakatsutomu,Matsugane,Wakayama,13.02.1973,172 cm 159.5 kg,7-8
M12w,Hamanishiki,Oitekaze,Kumamoto,23.11.1976,181 cm 128.5 kg,4-11
M13e,Toki,Takasago,Chiba,04.07.1974,189.5 cm 172 kg,11-4
M13w,Tochinohana,Kasugano,Iwate,28.02.1973,185 cm 148.5 kg,9-6
M14e,Daizen,Nishonoseki,Osaka,14.12.1964,188.5 cm 156.5 kg,8-7
M14w,Takatoriki,Futagoyama,Hyogo,28.09.1967,180 cm 150 kg,5-10
M15e,Kyokushuzan,Oshima,Mongolia,08.03.1973,182 cm 142 kg,11-4
Y1e,Musashimaru,Musashigawa,U.S.A.,02.05.1971,192 cm 227 kg,13-2 Y
Y1w,Takanohana,Futagoyama,Tokyo,12.08.1972,185 cm 161 kg,0-0-15
O1e,Kaio,Tomozuna,Fukuoka,24.07.1972,185 cm 168.5 kg,11-4 J
O1w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,180 cm 145 kg,10-5
O2e,Musoyama,Musashigawa,Ibaraki,14.02.1972,183.5 cm 166 kg,9-5-1
O2w,Chiyotaikai,Kokonoe,Oita,29.04.1976,181.5 cm 155 kg,11-4 J
S1e,Asashoryu,Takasago,Mongolia,27.09.1980,183.5 cm 132 kg,11-4 JK
S1w,Kotomitsuki,Sadogatake,Aichi,11.04.1976,181.5 cm 151.5 kg,0-0-15
K1e,Wakanosato,Naruto,Aomori,10.07.1976,184.5 cm 152 kg,8-7
K1w,Tochinonada,Kasugano,Ishikawa,26.02.1974,187 cm 153 kg,7-8
M1e,Aminishiki,Ajigawa,Aomori,03.10.1978,185 cm 122.5 kg,5-10
M1w,Toki,Takasago,Chiba,04.07.1974,190 cm 174 kg,4-11
M2e,Takanonami,Futagoyama,Aomori,27.10.1971,196.5 cm 163 kg,4-11
M2w,Tosanoumi,Isenoumi,Kochi,16.02.1972,187 cm 154.5 kg,8-7
M3e,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,187.5 cm 176.5 kg,10-5
M3w,Takanowaka,Naruto,Nagasaki,02.04.1976,190 cm 147.5 kg,7-8
M4e,Daizen,Nishonoseki,Osaka,14.12.1964,188 cm 156 kg,4-11
M4w,Kyokutenho,Oshima,Mongolia,13.09.1974,191 cm 147 kg,6-9
M5e,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175 cm 150.5 kg,3-12
M5w,Tamakasuga,Kataonami,Ehime,07.01.1972,183 cm 151 kg,7-8
M6e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,190.5 cm 180 kg,9-6
M6w,Takamisakari,Azumazeki,Aomori,12.05.1976,189 cm 134 kg,8-7
M7e,Otsukasa,Irumagawa,Hyogo,18.02.1971,174 cm 147 kg,7-8
M7w,Wakanoyama,Musashigawa,Wakayama,12.05.1972,177 cm 160 kg,6-9
M8e,Kotoryu,Sadogatake,Hyogo,02.03.1972,183 cm 143 kg,8-7
M8w,Kaiho,Hakkaku,Aomori,17.04.1973,177.5 cm 120.5 kg,8-7
M9e,Dejima,Musashigawa,Ishikawa,21.03.1974,180.5 cm 163 kg,9-6
M9w,Jumonji,Michinoku,Aomori,09.06.1976,185.5 cm 149.5 kg,6-9
M10e,Kyokushuzan,Oshima,Mongolia,08.03.1973,183 cm 146 kg,10-5 G
M10w,Chiyotenzan,Kokonoe,Osaka,06.02.1976,184 cm 142 kg,5-10
M11e,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,185 cm 132.5 kg,0-0-15
M11w,Tamanoshima,Kataonami,Fukushima,15.09.1977,188 cm 149 kg,5-10
M12e,Hamanishiki,Oitekaze,Kumamoto,23.11.1976,181 cm 126 kg,6-9
M12w,Buyuzan,Musashigawa,Aichi,29.07.1974,181 cm 160 kg,6-9
M13e,Oikari,Isenoumi,Kyoto,16.06.1972,176 cm 133 kg,6-9
M13w,Tochinohana,Kasugano,Iwate,28.02.1973,184.5 cm 147 kg,6-9
M14e,Hokutoriki,Hakkaku,Tochigi,31.10.1977,182.5 cm 141.5 kg,11-4 JK
M14w,Shimotori,Tokitsukaze,Niigata,18.03.1978,187.5 cm 146.5 kg,10-5
M15e,Tochisakae,Kasugano,Saga,27.06.1974,185 cm 158 kg,8-7
M15w,Asanowaka,Takasago,Aichi,11.12.1969,176 cm 136 kg,6-9
Y1e,Asashoryu,Takasago,Mongolia,27.09.1980,183.5 cm 140.2 kg,13-2 Y
Y1w,Musashimaru,Musashigawa,U.S.A.,02.05.1971,192 cm 231.5 kg,0-0-15
O1e,Chiyotaikai,Kokonoe,Oita,29.04.1976,181 cm 155 kg,10-5
O1w,Kaio,Tomozuna,Fukuoka,24.07.1972,184.5 cm 172 kg,11-4 J
O2e,Musoyama,Musashigawa,Ibaraki,14.02.1972,184 cm 171.5 kg,8-7
O2w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,181 cm 147.5 kg,8-7
S1e,Wakanosato,Naruto,Aomori,10.07.1976,185.5 cm 153.3 kg,9-6
S1w,Dejima,Musashigawa,Ishikawa,21.03.1974,182 cm 159.5 kg,7-8
K1e,Tosanoumi,Isenoumi,Kochi,16.02.1972,185.5 cm 160.7 kg,4-11
K1w,Kyokutenho,Oshima,Mongolia,13.09.1974,190.5 cm 144.5 kg,10-5 K
M1e,Tochinonada,Kasugano,Ishikawa,26.02.1974,188 cm 161.4 kg,8-7
M1w,Takamisakari,Azumazeki,Aomori,12.05.1976,188.5 cm 134.6 kg,6-9
M2e,Kotomitsuki,Sadogatake,Aichi,11.04.1976,182 cm 146.7 kg,0-5-10
M2w,Takanonami,Futagoyama,Aomori,27.10.1971,196.5 cm 165 kg,7-8
M3e,Kyokushuzan,Oshima,Mongolia,08.03.1973,181 cm 144.4 kg,8-7 S
M3w,Tamanoshima,Kataonami,Fukushima,15.09.1977,188 cm 155 kg,7-8
M4e,Kaiho,Hakkaku,Aomori,17.04.1973,177.5 cm 123.7 kg,5-10
M4w,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191 cm 177.6 kg,8-7
M5e,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,187.5 cm 178 kg,10-5
M5w,Hokutoriki,Hakkaku,Tochigi,31.10.1977,183 cm 148.6 kg,6-9
M6e,Kasugao,Kasugayama,Korea,01.07.1977,183.5 cm 143.5 kg,4-11
M6w,Takanowaka,Naruto,Nagasaki,02.04.1976,191 cm 152 kg,0-2-13
M7e,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,184.5 cm 134.3 kg,0-0-15
M7w,Aminishiki,Ajigawa,Aomori,03.10.1978,185 cm 121 kg,11-4 JG
M8e,Tamarikido,Kataonami,Tokyo,19.04.1974,184.5 cm 138.3 kg,7-8
M8w,Gojoro,Magaki,Miyagi,18.08.1973,191 cm 156.4 kg,7-8
M9e,Jumonji,Michinoku,Aomori,09.06.1976,185.5 cm 150 kg,8-7
M9w,Iwakiyama,Sakaigawa,Aomori,02.03.1976,185 cm 173.5 kg,7-8
M10e,Kotoryu,Sadogatake,Hyogo,02.03.1972,182 cm 141.5 kg,9-6
M10w,Wakanoyama,Musashigawa,Wakayama,12.05.1972,178 cm 160 kg,6-9
M11e,Toki,Takasago,Chiba,04.07.1974,189.5 cm 170.4 kg,10-5
M11w,Shimotori,Tokitsukaze,Niigata,18.03.1978,188 cm 152 kg,4-11
M12e,Buyuzan,Musashigawa,Aichi,29.07.1974,181 cm 158.2 kg,9-6
M12w,Aogiyama,Tokitsukaze,Shiga,18.02.1970,181.5 cm 146 kg,7-8
M13e,Yotsukasa,Irumagawa,Mie,25.09.1973,178 cm 149.6 kg,6-9
M13w,Asasekiryu,Takasago,Mongolia,07.08.1981,183 cm 134.7 kg,8-7
M14e,Takanotsuru,Naruto,Kagoshima,18.06.1976,188 cm 168.4 kg,0-11-4
M14w,Otsukasa,Irumagawa,Hyogo,18.02.1971,175 cm 143.7 kg,8-7
M15e,Asanowaka,Takasago,Aichi,11.12.1969,176.5 cm 139.5 kg,8-7
M15w,Akinoshima,Futagoyama,Hiroshima,16.03.1967,175 cm 148.6 kg,6-9
Y1e,Asashoryu,Takasago,Mongolia,27.09.1980,185 cm 140 kg,13-2 Y
O1e,Chiyotaikai,Kokonoe,Oita,29.04.1976,181 cm 155 kg,9-6
O1w,Kaio,Tomozuna,Fukuoka,24.07.1972,185 cm 175 kg,10-5
O2e,Musoyama,Musashigawa,Ibaraki,14.02.1972,184 cm 175 kg,6-9
O2w,Tochiazuma,Tamanoi,Tokyo,09.11.1976,181 cm 151 kg,0-0-15
S1e,Wakanosato,Naruto,Aomori,10.07.1976,185 cm 150.2 kg,9-6
S1w,Kyokutenho,Oshima,Mongolia,13.09.1974,191 cm 149 kg,6-9
K1e,Miyabiyama,Musashigawa,Ibaraki,28.07.1977,187.5 cm 179 kg,3-12
K1w,Kotomitsuki,Sadogatake,Aichi,11.04.1976,181.5 cm 153.8 kg,9-6
M1e,Tochinonada,Kasugano,Ishikawa,26.02.1974,186.5 cm 163.9 kg,5-10
M1w,Hokutoriki,Hakkaku,Tochigi,31.10.1977,182.5 cm 153 kg,13-2 DSK
M2e,Asasekiryu,Takasago,Mongolia,07.08.1981,184 cm 137.4 kg,3-12
M2w,Kakizoe,Musashigawa,Oita,12.08.1978,177 cm 139 kg,6-9
M3e,Shimotori,Tokitsukaze,Niigata,18.03.1978,190 cm 152 kg,7-8
M3w,Dejima,Musashigawa,Ishikawa,21.03.1974,180 cm 165 kg,7-8
M4e,Tokitsuumi,Tokitsukaze,Nagasaki,08.11.1973,185 cm 137.5 kg,7-8
M4w,Takamisakari,Azumazeki,Aomori,12.05.1976,188.5 cm 133.5 kg,6-9
M5e,Kotonowaka,Sadogatake,Yamagata,15.05.1968,191 cm 176 kg,8-7
M5w,Tamanoshima,Kataonami,Fukushima,15.09.1977,188 cm 156 kg,12-3 G
M6e,Buyuzan,Musashigawa,Aichi,29.07.1974,181 cm 164 kg,4-11
M6w,Iwakiyama,Sakaigawa,Aomori,02.03.1976,185 cm 175 kg,10-5
M7e,Kokkai,Oitekaze,Georgia (old),10.03.1981,188 cm 151 kg,10-5
M7w,Kyokushuzan,Oshima,Mongolia,08.03.1973,182.5 cm 138.4 kg,9-6
M8e,Takekaze,Oguruma,Akita,21.06.1979,172 cm 142 kg,9-6
M8w,Tochisakae,Kasugano,Saga,27.06.1974,183 cm 150.4 kg,7-8
M9e,Kotoryu,Sadogatake,Hyogo,02.03.1972,182.5 cm 140.2 kg,10-5
M9w,Tosanoumi,Isenoumi,Kochi,16.02.1972,187 cm 156 kg,7-8
M10e,Harunoyama,Matsugane,Aichi,02.08.1976,188 cm 177 kg,4-11
M10w,Toki,Takasago,Chiba,04.07.1974,190.5 cm 172 kg,4-11
M11e,Aminishiki,Ajigawa,Aomori,03.10.1978,184 cm 126.5 kg,8-7
M11w,Hayateumi,Oitekaze,Aomori,05.07.1975,185 cm 118.8 kg,8-7
M12e,Kaiho,Hakkaku,Aomori,17.04.1973,178 cm 125 kg,9-6
M12w,Jumonji,Michinoku,Aomori,09.06.1976,186 cm 155.5 kg,8-7
M13e,Takanonami,Takanohana,Aomori,27.10.1971,196 cm 163.5 kg,0-3
M13w,Kinkaiyama,Dewanoumi,Nagasaki,07.01.1976,184 cm 163 kg,8-7
M14e,Kasuganishiki,Kasugano,Chiba,22.08.1975,187 cm 148.5 kg,0-0-15
M14w,Asanowaka,Takasago,Aichi,11.12.1969,176 cm 140 kg,4-11
M15e,Ushiomaru,Azumazeki,Shizuoka,11.05.1978,176.5 cm 166 kg,0-0-15
M15w,Futeno,Dewanoumi,Kumamoto,28.08.1980,181 cm 161 kg,7-8
M16e,Hakuho,Miyagino,Mongolia,11.03.1985,190.5 cm 135 kg,12-3 K
M16w,Takanowaka,Naruto,Nagasaki,02.04.1976,190 cm 152 kg,8-7
M17e,Kobo,Miyagino,Kagoshima,18.08.1973,183 cm 132 kg,5-10
Y1e,Asashoryu,Takasago,Mongolia,27.09.1980,184 cm 142.6 kg,15-0 Y
O1e,Kaio,Tomozuna,Fukuoka,24.07.1972,184.5 cm 173.5 kg,5-1-9
