X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List
,,,,In last 12 Months,In last 12 Months,In last 12 Months,Overall,Overall,Overall
Dive,Height,Description,DD,AvgScore,HighScore,# of Times,AvgScore,HighScore,# of Times
,,,,,,,,,
312C,1M,Reverse Flying 1 Somersault Tuck,1.70,0.00,0.00,0,24.44,34.85,24
312C,3M,Reverse Flying 1 Somersault Tuck,1.80,45.45,49.50,2,30.03,49.50,73
312C,5M,Reverse Flying 1 Somersault Tuck,1.70,0.00,0.00,0,10.20,10.20,1
312C,7M,Reverse Flying 1 Somersault Tuck,1.80,36.90,36.90,1,34.26,46.80,15
312C,10M,Reverse Flying 1 Somersault Tuck,1.90,38.63,45.60,3,38.93,52.25,71
312C,60M,Reverse Flying 1 Somersault Tuck,2.70,0.00,0.00,0,0.00,0.00,0
312C,75M,Reverse Flying 1 Somersault Tuck,3.20,0.00,0.00,0,0.00,0.00,0
312C,90M,Reverse Flying 1 Somersault Tuck,3.70,0.00,0.00,0,0.00,0.00,0
313B,1M,Reverse Flying 1 1/2 Somersault Pike,2.60,0.00,0.00,0,0.00,0.00,0
313B,3M,Reverse Flying 1 1/2 Somersault Pike,2.50,0.00,0.00,0,34.00,37.50,5
313B,5M,Reverse Flying 1 1/2 Somersault Pike,2.60,0.00,0.00,0,0.00,0.00,0
313B,7M,Reverse Flying 1 1/2 Somersault Pike,2.50,0.00,0.00,0,0.00,0.00,0
313B,10M,Reverse Flying 1 1/2 Somersault Pike,2.50,0.00,0.00,0,0.00,0.00,0
313C,1M,Reverse Flying 1 1/2 Somersault Tuck,2.30,0.00,0.00,0,34.79,48.30,4
313C,3M,Reverse Flying 1 1/2 Somersault Tuck,2.20,0.00,0.00,0,35.31,44.00,10
313C,5M,Reverse Flying 1 1/2 Somersault Tuck,2.30,0.00,0.00,0,0.00,0.00,0
313C,7M,Reverse Flying 1 1/2 Somersault Tuck,2.20,0.00,0.00,0,0.00,0.00,0
313C,10M,Reverse Flying 1 1/2 Somersault Tuck,2.20,0.00,0.00,0,0.00,0.00,0
400A,1M,Inward Jump Straight,1.00,13.10,17.50,15,15.41,22.50,65
400A,3M,Inward Jump Straight,1.00,14.41,17.00,17,15.50,23.50,163
400A,5M,Inward Jump Straight,1.00,0.00,0.00,0,15.00,15.50,2
400A,7M,Inward Jump Straight,1.00,0.00,0.00,0,0.00,0.00,0
400A,10M,Inward Jump Straight,1.00,0.00,0.00,0,0.00,0.00,0
400B,1M,Inward Jump Pike,1.00,0.00,0.00,0,16.67,18.50,3
400B,3M,Inward Jump Pike,1.00,16.00,16.00,1,15.00,16.50,4
400B,5M,Inward Jump Pike,1.00,0.00,0.00,0,0.00,0.00,0
400B,7M,Inward Jump Pike,1.00,0.00,0.00,0,0.00,0.00,0
400B,10M,Inward Jump Pike,1.00,0.00,0.00,0,0.00,0.00,0
400C,1M,Inward Jump Tuck,1.00,16.00,18.50,5,15.10,21.00,44
400C,3M,Inward Jump Tuck,1.00,15.22,21.00,30,15.58,24.00,147
400C,5M,Inward Jump Tuck,1.00,17.50,17.50,2,17.50,17.50,2
400C,7M,Inward Jump Tuck,1.00,0.00,0.00,0,0.00,0.00,0
400C,10M,Inward Jump Tuck,1.00,0.00,0.00,0,0.00,0.00,0
400D,1M,Inward Jump Free,1.00,0.00,0.00,0,0.00,0.00,0
400D,3M,Inward Jump Free,1.00,0.00,0.00,0,0.00,0.00,0
400D,5M,Inward Jump Free,1.00,0.00,0.00,0,0.00,0.00,0
400D,7M,Inward Jump Free,1.00,0.00,0.00,0,0.00,0.00,0
400D,10M,Inward Jump Free,1.00,0.00,0.00,0,0.00,0.00,0
401A,1M,Inward Dive Straight,1.80,33.19,48.60,393,34.32,55.80,2874
401A,3M,Inward Dive Straight,1.70,31.61,43.35,49,33.16,50.15,776
401A,5M,Inward Dive Straight,1.80,37.80,37.80,1,35.15,45.00,82
401A,7M,Inward Dive Straight,1.70,31.03,34.85,2,31.58,41.65,13
401A,10M,Inward Dive Straight,1.70,0.00,0.00,0,38.25,45.90,10
401B,1M,Inward Dive Pike,1.50,27.70,50.15,7528,27.62,55.80,131035
401B,3M,Inward Dive Pike,1.40,25.26,54.00,2778,25.54,69.00,50591
401B,5M,Inward Dive Pike,1.50,27.22,48.00,541,26.76,54.00,11441
401B,7M,Inward Dive Pike,1.40,25.67,37.10,149,25.98,45.60,2814
401B,10M,Inward Dive Pike,1.40,32.55,51.60,41,38.85,58.20,1547
401C,1M,Inward Dive Tuck,1.40,24.39,48.60,5189,22.82,50.40,64004
401C,3M,Inward Dive Tuck,1.30,24.70,51.30,3027,21.99,56.40,34306
401C,5M,Inward Dive Tuck,1.40,23.45,48.60,355,23.01,51.60,4311
401C,7M,Inward Dive Tuck,1.30,20.68,25.35,11,22.77,37.80,110
401C,10M,Inward Dive Tuck,1.30,21.13,22.10,2,21.45,26.65,12
402A,1M,Inward  1 Somersault Straight,2.00,27.00,27.00,1,33.50,39.00,4
402A,3M,Inward  1 Somersault Straight,1.80,0.00,0.00,0,28.05,38.70,6
402A,5M,Inward  1 Somersault Straight,2.00,0.00,0.00,0,0.00,0.00,0
402A,7M,Inward  1 Somersault Straight,1.80,0.00,0.00,0,0.00,0.00,0
402A,10M,Inward  1 Somersault Straight,1.90,0.00,0.00,0,0.00,0.00,0
402B,1M,Inward  1 Somersault Pike,1.70,24.93,34.00,47,23.62,45.90,388
402B,3M,Inward  1 Somersault Pike,1.50,30.38,30.75,2,20.14,30.75,37
402B,5M,Inward  1 Somersault Pike,1.70,0.00,0.00,0,34.00,34.00,1
402B,7M,Inward  1 Somersault Pike,1.50,0.00,0.00,0,0.00,0.00,0
402B,10M,Inward  1 Somersault Pike,1.60,0.00,0.00,0,0.00,0.00,0
402B,60M,Inward  1 Somersault Pike,2.50,0.00,0.00,0,0.00,0.00,0
402B,75M,Inward  1 Somersault Pike,3.00,0.00,0.00,0,0.00,0.00,0
402B,90M,Inward  1 Somersault Pike,3.60,0.00,0.00,0,0.00,0.00,0
402C,1M,Inward  1 Somersault Tuck,1.60,22.98,36.80,2641,23.07,44.80,34787
402C,3M,Inward  1 Somersault Tuck,1.40,19.18,30.00,168,18.87,46.00,2165
402C,5M,Inward  1 Somersault Tuck,1.60,0.00,0.00,0,21.09,31.20,38
402C,7M,Inward  1 Somersault Tuck,1.40,0.00,0.00,0,0.00,0.00,0
402C,10M,Inward  1 Somersault Tuck,1.50,28.13,33.00,4,27.25,33.00,6
402C,60M,Inward  1 Somersault Tuck,2.40,0.00,0.00,0,0.00,0.00,0
402C,75M,Inward  1 Somersault Tuck,2.90,0.00,0.00,0,0.00,0.00,0
402C,90M,Inward  1 Somersault Tuck,3.40,0.00,0.00,0,0.00,0.00,0
402E,60M,Inward 1 Somersault Pos,2.80,0.00,0.00,0,0.00,0.00,0
402E,75M,Inward 1 Somersault Pos,3.30,0.00,0.00,0,0.00,0.00,0
403A,3M,Inward  1 1/2 Somersault Straight,2.60,0.00,0.00,0,48.10,54.60,5
403B,1M,Inward  1 1/2 Somersault Pike,2.40,44.59,69.60,10133,44.54,72.00,111554
403B,3M,Inward  1 1/2 Somersault Pike,2.10,37.61,57.75,6313,37.82,63.00,79568
403B,5M,Inward  1 1/2 Somersault Pike,2.40,42.42,55.20,265,42.48,64.80,4301
403B,7M,Inward  1 1/2 Somersault Pike,2.10,37.81,55.65,271,39.04,60.90,5031
403B,10M,Inward  1 1/2 Somersault Pike,2.00,39.51,56.00,367,40.24,60.00,7320
403C,1M,Inward  1 1/2 Somersault Tuck,2.20,35.01,60.50,7244,34.62,63.80,94518
403C,3M,Inward  1 1/2 Somersault Tuck,1.90,29.67,49.40,3703,29.80,60.80,60522
403C,5M,Inward  1 1/2 Somersault Tuck,2.20,36.04,56.10,935,35.79,66.00,15027
403C,7M,Inward  1 1/2 Somersault Tuck,1.90,34.42,42.75,32,34.10,51.30,504
403C,10M,Inward  1 1/2 Somersault Tuck,1.80,33.30,44.10,7,35.74,49.50,221
404B,1M,Inward  2 Somersault Pike,3.00,18.00,18.00,1,34.19,54.00,12
404B,3M,Inward  2 Somersault Pike,2.60,39.23,53.30,43,39.24,62.40,898
404B,5M,Inward  2 Somersault Pike,3.00,0.00,0.00,0,0.00,0.00,0
404B,7M,Inward  2 Somersault Pike,2.60,0.00,0.00,0,0.00,0.00,0
404B,10M,Inward  2 Somersault Pike,2.60,0.00,0.00,0,0.00,0.00,0
404B,60M,Inward  2 Somersault Pike,3.30,0.00,0.00,0,0.00,0.00,0
404B,75M,Inward  2 Somersault Pike,3.80,0.00,0.00,0,0.00,0.00,0
404B,90M,Inward  2 Somersault Pike,4.40,0.00,0.00,0,0.00,0.00,0
404C,1M,Inward  2 Somersault Tuck,2.80,41.52,63.00,979,41.21,71.40,9217
404C,3M,Inward  2 Somersault Tuck,2.40,35.40,54.00,1288,35.28,59.04,23818
404C,5M,Inward  2 Somersault Tuck,2.80,40.56,58.80,70,41.47,67.20,1862
404C,7M,Inward  2 Somersault Tuck,2.40,24.00,24.00,1,25.80,27.60,2
404C,10M,Inward  2 Somersault Tuck,2.40,0.00,0.00,0,18.00,18.00,1
404C,60M,Inward  2 Somersault Tuck,3.10,0.00,0.00,0,0.00,0.00,0
404C,75M,Inward  2 Somersault Tuck,3.60,0.00,0.00,0,0.00,0.00,0
404C,90M,Inward  2 Somersault Tuck,4.10,0.00,0.00,0,0.00,0.00,0
405B,1M,Inward  2 1/2 Somersault Pike,3.40,63.43,86.70,88,65.95,96.90,794
405B,3M,Inward  2 1/2 Somersault Pike,3.00,55.66,81.00,2464,55.85,90.00,30215
405B,5M,Inward  2 1/2 Somersault Pike,3.40,0.00,0.00,0,61.20,76.50,2
405B,7M,Inward  2 1/2 Somersault Pike,3.00,18.00,18.00,1,27.43,49.50,7
405B,10M,Inward  2 1/2 Somersault Pike,2.80,51.12,77.00,357,50.54,79.80,6436
405C,1M,Inward  2 1/2 Somersault Tuck,3.10,52.39,79.05,3042,52.18,93.00,29825
405C,3M,Inward  2 1/2 Somersault Tuck,2.70,44.90,72.90,9094,44.60,87.75,105495
405C,5M,Inward  2 1/2 Somersault Tuck,3.10,50.73,82.15,324,50.40,86.80,4317
405C,7M,Inward  2 1/2 Somersault Tuck,2.70,45.97,70.20,1255,45.52,79.65,16769
405C,10M,Inward  2 1/2 Somersault Tuck,2.50,42.98,61.25,52,44.30,75.00,1561
406B,5M,Inward  3 Somersault Pike,4.00,0.00,0.00,0,0.00,0.00,0
406B,7M,Inward  3 Somersault Pike,3.40,0.00,0.00,0,0.00,0.00,0
406B,10M,Inward  3 Somersault Pike,3.50,0.00,0.00,0,0.00,0.00,0
406B,60M,Inward  3 Somersault Pike,4.50,0.00,0.00,0,0.00,0.00,0
406B,75M,Inward  3 Somersault Pike,5.00,0.00,0.00,0,0.00,0.00,0
406B,90M,Inward  3 Somersault Pike,5.60,0.00,0.00,0,0.00,0.00,0
406C,3M,Inward 3 Somersault Tuck,3.10,32.55,32.55,1,41.08,48.83,3
406C,5M,Inward 3 Somersault Tuck,3.70,0.00,0.00,0,0.00,0.00,0
406C,7M,Inward 3 Somersault Tuck,3.10,0.00,0.00,0,0.00,0.00,0
406C,10M,Inward 3 Somersault Tuck,3.20,0.00,0.00,0,0.00,0.00,0
406C,60M,Inward 3 Somersault Tuck,4.00,0.00,0.00,0,0.00,0.00,0
406C,75M,Inward 3 Somersault Tuck,4.50,0.00,0.00,0,0.00,0.00,0
406C,90M,Inward 3 Somersault Tuck,5.00,0.00,0.00,0,0.00,0.00,0
407B,3M,Inward  3 1/2 Somersault Pike,3.70,0.00,0.00,0,68.37,96.20,36
407B,10M,Inward  3 1/2 Somersault Pike,3.50,59.50,59.50,1,67.53,92.75,17
407C,3M,Inward  3 1/2 Somersault Tuck,3.40,55.96,89.25,402,60.92,100.30,5900
407C,7M,Inward  3 1/2 Somersault Tuck,3.40,0.00,0.00,0,63.58,96.90,10
407C,10M,Inward  3 1/2 Somersault Tuck,3.20,57.85,96.00,925,60.17,96.00,14497
407D,1M,Inward  3 1/2 Somersault Free,3.80,0.00,0.00,0,0.00,0.00,0
408B,10M,Inward  4 Somersault Pike,4.40,0.00,0.00,0,0.00,0.00,0
408B,60M,Inward  4 Somersault Pike,5.40,0.00,0.00,0,0.00,0.00,0
408B,75M,Inward  4 Somersault Pike,5.90,0.00,0.00,0,0.00,0.00,0
408B,90M,Inward  4 Somersault Pike,6.50,0.00,0.00,0,0.00,0.00,0
408C,10M,Inward 4 Somersault Tuck,4.10,0.00,0.00,0,0.00,0.00,0
408C,60M,Inward 4 Somersault Tuck,4.90,0.00,0.00,0,0.00,0.00,0
408C,75M,Inward 4 Somersault Tuck,5.40,0.00,0.00,0,0.00,0.00,0
408C,90M,Inward 4 Somersault Tuck,5.90,0.00,0.00,0,0.00,0.00,0
409B,3M,Inward 4 1/2 Somersault Tuck,4.60,0.00,0.00,0,0.00,0.00,0
409C,3M,Inward 4 1/2 Somersault Tuck,4.20,0.00,0.00,0,0.00,0.00,0
409C,10M,Inward 4 1/2 Somersault Tuck,4.10,0.00,0.00,0,75.27,106.60,36
412B,1M,Inward Flying 1 Somersault Pike,2.10,0.00,0.00,0,22.05,22.05,1
412B,3M,Inward Flying 1 Somersault Pike,1.90,0.00,0.00,0,38.08,45.00,3
412B,5M,Inward Flying 1 Somersault Pike,2.10,0.00,0.00,0,0.00,0.00,0
412B,7M,Inward Flying 1 Somersault Pike,1.90,0.00,0.00,0,0.00,0.00,0
412B,10M,Inward Flying 1 Somersault Pike,2.00,0.00,0.00,0,25.50,25.50,1
412B,60M,Inward Flying 1 Somersault Pike,2.90,0.00,0.00,0,0.00,0.00,0
412B,75M,Inward Flying 1 Somersault Pike,3.40,0.00,0.00,0,0.00,0.00,0
412B,90M,Inward Flying 1 Somersault Pike,4.00,0.00,0.00,0,0.00,0.00,0
412C,1M,Inward Flying 1 Somersault Tuck,2.00,37.50,37.50,1,33.17,37.50,3
412C,3M,Inward Flying 1 Somersault Tuck,1.80,0.00,0.00,0,29.10,43.20,3
412C,5M,Inward Flying 1 Somersault Tuck,2.00,0.00,0.00,0,0.00,0.00,0
412C,7M,Inward Flying 1 Somersault Tuck,1.80,0.00,0.00,0,25.20,25.20,1
412C,10M,Inward Flying 1 Somersault Tuck,1.90,0.00,0.00,0,37.53,54.15,6
412C,60M,Inward Flying 1 Somersault Tuck,2.80,0.00,0.00,0,0.00,0.00,0
412C,75M,Inward Flying 1 Somersault Tuck,3.30,0.00,0.00,0,0.00,0.00,0
412C,90M,Inward Flying 1 Somersault Tuck,3.80,0.00,0.00,0,0.00,0.00,0
413B,1M,Inward Flying 1 1/2 Somersault Pike,2.90,47.85,47.85,1,50.03,62.35,12
413B,3M,Inward Flying 1 1/2 Somersault Pike,2.60,43.68,50.70,10,52.56,72.80,28
413B,5M,Inward Flying 1 1/2 Somersault Pike,2.90,0.00,0.00,0,0.00,0.00,0
413B,7M,Inward Flying 1 1/2 Somersault Pike,2.60,0.00,0.00,0,0.00,0.00,0
413B,10M,Inward Flying 1 1/2 Somersault Pike,2.50,0.00,0.00,0,0.00,0.00,0
413C,1M,Inward Flying 1 1/2 Somersault Tuck,2.70,48.60,48.60,1,51.30,78.30,11
413C,3M,Inward Flying 1 1/2 Somersault Tuck,2.40,47.23,63.60,7,43.40,64.80,51
413C,5M,Inward Flying 1 1/2 Somersault Tuck,2.70,0.00,0.00,0,0.00,0.00,0
413C,7M,Inward Flying 1 1/2 Somersault Tuck,2.40,0.00,0.00,0,0.00,0.00,0
413C,10M,Inward Flying 1 1/2 Somersault Tuck,2.30,0.00,0.00,0,0.00,0.00,0
414C,3M,Inward Flying 2 Somersault Tuck,2.90,0.00,0.00,0,43.50,43.50,1
414C,10M,Inward Flying 2 Somersault Tuck,2.90,0.00,0.00,0,0.00,0.00,0
600A,5M,Armstand Dive Straight,1.50,23.07,35.25,17,22.46,42.00,369
600A,7M,Armstand Dive Straight,1.60,31.20,31.20,1,29.24,32.00,11
600A,10M,Armstand Dive Straight,1.60,24.80,24.80,1,23.80,24.80,4
611A,1M,Armstand Forward 1/2 Somersault Straight,1.00,16.75,17.50,2,18.20,37.60,108
611A,3M,Armstand Forward 1/2 Somersault Straight,1.00,0.00,0.00,0,26.21,41.58,11
611A,5M,Armstand Forward 1/2 Somersault Straight,1.80,30.00,37.80,7,25.21,42.30,32
611A,7M,Armstand Forward 1/2 Somersault Straight,2.00,0.00,0.00,0,35.70,48.00,5
611A,10M,Armstand Forward 1/2 Somersault Straight,2.00,0.00,0.00,0,0.00,0.00,0
611A,60M,Armstand Forward 1/2 Somersault Straight,3.10,0.00,0.00,0,0.00,0.00,0
611A,75M,Armstand Forward 1/2 Somersault Straight,3.70,0.00,0.00,0,0.00,0.00,0
611A,90M,Armstand Forward 1/2 Somersault Straight,4.80,0.00,0.00,0,0.00,0.00,0
611B,5M,Armstand Forward 1/2 Somersault Pike,1.70,26.50,26.50,1,15.37,33.15,14
611B,7M,Armstand Forward 1/2 Somersault Pike,1.90,0.00,0.00,0,22.33,34.20,4
611B,10M,Armstand Forward 1/2 Somersault Pike,1.90,0.00,0.00,0,26.13,41.80,4
611B,60M,Armstand Forward 1/2 Somersault Pike,2.90,0.00,0.00,0,0.00,0.00,0
611B,75M,Armstand Forward 1/2 Somersault Pike,3.50,0.00,0.00,0,0.00,0.00,0
611B,90M,Armstand Forward 1/2 Somersault Pike,4.00,0.00,0.00,0,0.00,0.00,0
611C,5M,Armstand Forward 1/2 Somersault Tuck,1.50,25.00,25.00,1,10.96,25.50,12
611C,7M,Armstand Forward 1/2 Somersault Tuck,1.70,0.00,0.00,0,0.00,0.00,0
611C,10M,Armstand Forward 1/2 Somersault Tuck,1.70,0.00,0.00,0,0.00,0.00,0
611C,60M,Armstand Forward 1/2 Somersault Tuck,2.70,0.00,0.00,0,0.00,0.00,0
611C,75M,Armstand Forward 1/2 Somersault Tuck,3.30,0.00,0.00,0,0.00,0.00,0
611C,90M,Armstand Forward 1/2 Somersault Tuck,3.80,0.00,0.00,0,0.00,0.00,0
612A,5M,Armstand Forward 1 Somersault Straight,1.80,19.80,19.80,1,20.88,43.20,15
612A,7M,Armstand Forward 1 Somersault Straight,1.90,0.00,0.00,0,17.81,28.50,4
612A,10M,Armstand Forward 1 Somersault Straight,2.00,0.00,0.00,0,22.13,32.00,8
612B,5M,Armstand Forward 1 Somersault Pike,1.70,26.06,40.80,744,26.26,53.00,11426
612B,7M,Armstand Forward 1 Somersault Pike,1.80,30.29,49.50,622,30.10,53.10,8598
612B,10M,Armstand Forward 1 Somersault Pike,1.90,34.12,51.30,346,35.60,57.00,6285
612C,5M,Armstand Forward 1 Somersault Tuck,1.50,20.02,33.75,81,20.66,37.50,2487
612C,7M,Armstand Forward 1 Somersault Tuck,1.60,26.00,28.00,2,22.12,32.80,62
612C,10M,Armstand Forward 1 Somersault Tuck,1.70,0.00,0.00,0,19.13,27.20,4
613B,10M,Armstand Forward 1 1/2 Somersault Pike,2.20,0.00,0.00,0,6.60,6.60,1
613C,10M,Armstand Forward 1 1/2 Somersault Tuck,1.90,0.00,0.00,0,0.00,0.00,0
614B,5M,Armstand Forward 2 Somersault Pike,2.50,0.00,0.00,1,28.91,43.75,8
614B,7M,Armstand Forward 2 Somersault Pike,2.30,45.01,59.80,36,38.42,59.80,486
614B,10M,Armstand Forward 2 Somersault Pike,2.40,41.37,64.80,748,41.34,69.60,8948
614C,5M,Armstand Forward 2 Somersault Tuck,2.20,0.00,0.00,0,23.83,46.20,6
614C,7M,Armstand Forward 2 Somersault Tuck,2.00,24.60,30.00,5,26.46,41.00,87
614C,10M,Armstand Forward 2 Somersault Tuck,2.10,0.00,0.00,0,28.88,48.30,34
616B,10M,Armstand Forward 3 Somersault Pike,3.30,38.78,61.05,2,54.21,85.80,63
616C,10M,Armstand Forward 3 Somersault Tuck,3.10,0.00,0.00,0,50.24,82.15,73
621A,5M,Armstand Back 1/2 Somersault Straight,1.70,18.70,18.70,1,18.97,34.00,10
621A,7M,Armstand Back 1/2 Somersault Straight,1.90,0.00,0.00,0,0.00,0.00,0
621A,10M,Armstand Back 1/2 Somersault Straight,1.90,0.00,0.00,0,0.00,0.00,0
621A,60M,Armstand Back 1/2 Somersault Straight,2.80,0.00,0.00,0,0.00,0.00,0
621A,75M,Armstand Back 1/2 Somersault Straight,3.40,0.00,0.00,0,0.00,0.00,0
621A,90M,Armstand Back 1/2 Somersault Straight,4.30,0.00,0.00,0,0.00,0.00,0
621B,5M,Armstand Back 1/2 Somersault Pike,1.60,0.00,0.00,1,16.40,25.60,4
621B,7M,Armstand Back 1/2 Somersault Pike,1.80,0.00,0.00,0,0.00,0.00,0
621B,10M,Armstand Back 1/2 Somersault Pike,1.80,0.00,0.00,0,0.00,0.00,0
621B,60M,Armstand Back 1/2 Somersault Pike,2.70,0.00,0.00,0,0.00,0.00,0
621B,75M,Armstand Back 1/2 Somersault Pike,3.30,0.00,0.00,0,0.00,0.00,0
621B,90M,Armstand Back 1/2 Somersault Pike,3.60,0.00,0.00,0,0.00,0.00,0
621C,5M,Armstand Back 1/2 Somersault Tuck,1.40,0.00,0.00,0,0.00,0.00,0
621C,7M,Armstand Back 1/2 Somersault Tuck,1.60,0.00,0.00,0,0.00,0.00,0
621C,10M,Armstand Back 1/2 Somersault Tuck,1.60,0.00,0.00,0,0.00,0.00,0
621C,60M,Armstand Back 1/2 Somersault Tuck,2.50,0.00,0.00,0,0.00,0.00,0
621C,75M,Armstand Back 1/2 Somersault Tuck,3.10,0.00,0.00,0,0.00,0.00,0
621C,90M,Armstand Back 1/2 Somersault Tuck,3.40,0.00,0.00,0,0.00,0.00,0
622A,5M,Armstand Back 1 Somersault Straight,2.10,27.36,40.95,17,29.61,56.70,265
622A,7M,Armstand Back 1 Somersault Straight,2.20,0.00,0.00,0,0.00,0.00,1
622A,10M,Armstand Back 1 Somersault Straight,2.30,0.00,0.00,0,0.00,0.00,0
622B,5M,Armstand Back 1 Somersault Pike,2.00,0.00,0.00,0,27.33,33.00,9
622B,7M,Armstand Back 1 Somersault Pike,2.10,0.00,0.00,0,0.00,0.00,0
622B,10M,Armstand Back 1 Somersault Pike,2.20,0.00,0.00,0,0.00,0.00,0
622C,5M,Armstand Back 1 Somersault Tuck,1.80,10.80,10.80,1,23.82,35.10,28
622C,7M,Armstand Back 1 Somersault Tuck,1.90,0.00,0.00,0,0.00,0.00,0
622C,10M,Armstand Back 1 Somersault Tuck,2.00,0.00,0.00,0,0.00,0.00,0
623A,5M,Armstand Back 1 1/2 Somersault Straight,2.50,13.75,27.50,2,42.22,56.25,27
623A,60M,Armstand Back 1 1/2 Somersault Straight,3.10,0.00,0.00,0,0.00,0.00,0
623A,75M,Armstand Back 1 1/2 Somersault Straight,3.80,0.00,0.00,0,0.00,0.00,0
623A,90M,Armstand Back 1 1/2 Somersault Straight,5.10,0.00,0.00,0,0.00,0.00,0
623B,5M,Armstand Back 1 1/2 Somersault Pike,2.30,47.15,47.15,1,33.05,50.60,33
623B,7M,Armstand Back 1 1/2 Somersault Pike,2.20,0.00,0.00,0,0.00,0.00,1
623B,10M,Armstand Back 1 1/2 Somersault Pike,2.20,0.00,0.00,0,0.00,0.00,0
623B,60M,Armstand Back 1 1/2 Somersault Pike,2.90,0.00,0.00,0,0.00,0.00,0
623B,75M,Armstand Back 1 1/2 Somersault Pike,3.60,0.00,0.00,0,0.00,0.00,0
623B,90M,Armstand Back 1 1/2 Somersault Pike,4.20,0.00,0.00,0,0.00,0.00,0
623C,5M,Armstand Back 1 1/2 Somersault Tuck,2.00,36.00,36.00,1,26.42,37.00,26
623C,7M,Armstand Back 1 1/2 Somersault Tuck,1.90,0.00,0.00,0,0.00,0.00,0
623C,10M,Armstand Back 1 1/2 Somersault Tuck,1.90,0.00,0.00,0,25.18,30.40,2
623C,60M,Armstand Back 1 1/2 Somersault Tuck,2.60,0.00,0.00,0,0.00,0.00,0
623C,75M,Armstand Back 1 1/2 Somersault Tuck,3.30,0.00,0.00,0,0.00,0.00,0
623C,90M,Armstand Back 1 1/2 Somersault Tuck,3.90,0.00,0.00,0,0.00,0.00,0
624A,5M,Armstand Back 2 Somersault Straight,3.10,0.00,0.00,0,0.00,0.00,0
624A,7M,Armstand Back 2 Somersault Straight,2.90,0.00,0.00,0,0.00,0.00,0
624A,10M,Armstand Back 2 Somersault Straight,3.00,49.93,63.00,7,47.80,66.00,38
624B,5M,Armstand Back 2 Somersault Pike,2.90,0.00,0.00,0,45.09,63.80,16
624B,7M,Armstand Back 2 Somersault Pike,2.70,37.03,55.35,7,40.59,62.10,79
624B,10M,Armstand Back 2 Somersault Pike,2.80,46.92,60.20,29,44.15,81.20,603
624C,5M,Armstand Back 2 Somersault Tuck,2.60,36.60,54.60,59,37.59,65.00,855
624C,7M,Armstand Back 2 Somersault Tuck,2.40,28.08,43.20,5,34.51,64.80,97
624C,10M,Armstand Back 2 Somersault Tuck,2.50,0.00,0.00,0,0.00,0.00,0
625B,60M,Armstand Back 2 1/2 Somersault Pike,3.80,0.00,0.00,0,0.00,0.00,0
625B,75M,Armstand Back 2 1/2 Somersault Pike,4.50,0.00,0.00,0,0.00,0.00,0
625B,90M,Armstand Back 2 1/2 Somersault Pike,5.20,0.00,0.00,0,0.00,0.00,0
625C,60M,Armstand Back 2 1/2 Somersault Tuck,3.50,0.00,0.00,0,0.00,0.00,0
625C,75M,Armstand Back 2 1/2 Somersault Tuck,4.20,0.00,0.00,0,0.00,0.00,0
625C,90M,Armstand Back 2 1/2 Somersault Tuck,4.90,0.00,0.00,0,0.00,0.00,0
626B,7M,Armstand Back 3 Somersault Pike,3.30,0.00,0.00,0,0.00,0.00,0
626B,10M,Armstand Back 3 Somersault Pike,3.50,0.00,0.00,0,73.38,105.00,207
626C,5M,Armstand Back 3 Somersault Tuck,3.50,0.00,0.00,0,0.00,0.00,0
626C,7M,Armstand Back 3 Somersault Tuck,3.10,0.00,0.00,0,0.00,0.00,0
626C,10M,Armstand Back 3 Somersault Tuck,3.30,50.28,79.20,36,56.98,99.00,1526
628B,10M,Armstand Back 4 Somersault Pike,4.70,0.00,0.00,0,0.00,0.00,0
628C,10M,Armstand Back 4 Somersault Tuck,4.50,0.00,0.00,0,0.00,0.00,0
631A,5M,Armstand Reverse 1/2 Somersault Straight,1.80,0.00,0.00,0,0.00,0.00,0
631A,7M,Armstand Reverse 1/2 Somersault Straight,2.00,0.00,0.00,0,0.00,0.00,0
631A,10M,Armstand Reverse 1/2 Somersault Straight,2.00,0.00,0.00,0,0.00,0.00,0
631A,60M,Armstand Reverse 1/2 Somersault Straight,2.90,0.00,0.00,0,0.00,0.00,0
631A,75M,Armstand Reverse 1/2 Somersault Straight,3.50,0.00,0.00,0,0.00,0.00,0
631A,90M,Armstand Reverse 1/2 Somersault Straight,4.40,0.00,0.00,0,0.00,0.00,0
631B,5M,Armstand Reverse 1/2 Somersault Pike,1.70,0.00,0.00,0,28.90,28.90,1
631B,7M,Armstand Reverse 1/2 Somersault Pike,1.90,0.00,0.00,0,40.85,40.85,1
631B,10M,Armstand Reverse 1/2 Somersault Pike,1.90,0.00,0.00,0,33.47,50.35,14
631B,60M,Armstand Reverse 1/2 Somersault Pike,2.80,0.00,0.00,0,0.00,0.00,0
631B,75M,Armstand Reverse 1/2 Somersault Pike,3.40,0.00,0.00,0,0.00,0.00,0
631B,90M,Armstand Reverse 1/2 Somersault Pike,3.70,0.00,0.00,0,0.00,0.00,0
