X1,X2,X3,X4,X5,X6,X7,X8,X9,X10
DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List,DiveMeets - Dive List
,,,,In last 12 Months,In last 12 Months,In last 12 Months,Overall,Overall,Overall
Dive,Height,Description,DD,AvgScore,HighScore,# of Times,AvgScore,HighScore,# of Times
,,,,,,,,,
5181B,60M,Forward 4 Somersault 1/2 Twist Pike,4.00,0.00,0.00,0,0.00,0.00,0
5181MB,75M,Forward 4 Somersault 1/2 Tw Mid Turn Pike,4.80,0.00,0.00,0,0.00,0.00,0
5181B,75M,Forward 4 Somersault 1/2 Twist Pike,4.50,0.00,0.00,0,0.00,0.00,0
5181MB,90M,Forward 4 Somersault 1/2 Tw Mid Turn Pike,5.40,0.00,0.00,0,0.00,0.00,0
5181B,90M,Forward 4 Somersault 1/2 Twist Pike,5.10,0.00,0.00,0,0.00,0.00,0
5181MC,60M,Forward 4 Somersault 1/2 Tw Mid Turn Tuck,4.00,0.00,0.00,0,0.00,0.00,0
5181C,60M,Forward 4 Somersault 1/2 Twist Tuck,3.90,0.00,0.00,0,0.00,0.00,0
5181MC,75M,Forward 4 Somersault 1/2 Tw Mid Turn Tuck,4.50,0.00,0.00,0,0.00,0.00,0
5181C,75M,Forward 4 Somersault 1/2 Twist Tuck,4.40,0.00,0.00,0,0.00,0.00,0
5181MC,90M,Forward 4 Somersault 1/2 Tw Mid Turn Tuck,5.00,0.00,0.00,0,0.00,0.00,0
5181C,90M,Forward 4 Somersault 1/2 Twist Tuck,4.90,0.00,0.00,0,0.00,0.00,0
5201A,1M,Back Jump 1/2 Twist Straight,1.00,15.10,19.00,34,14.41,23.50,515
5201A,3M,Back Jump 1/2 Twist Straight,1.00,12.21,19.00,34,12.42,23.00,541
5201A,5M,Back Jump 1/2 Twist Straight,1.00,13.75,15.50,2,12.44,15.50,8
5201A,7M,Back Jump 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5201A,10M,Back Jump 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5201D,1M,Back Jump 1/2 Twist Free,1.00,13.67,17.50,3,13.09,19.00,55
5201D,3M,Back Jump 1/2 Twist Free,1.00,13.70,15.00,5,12.17,25.00,90
5201D,5M,Back Jump 1/2 Twist Free,1.00,0.00,0.00,0,9.83,14.00,3
5202A,1M,Back Jump 1 Twist Straight,1.00,0.00,0.00,0,13.21,17.00,7
5202A,3M,Back Jump 1 Twist Straight,1.00,0.00,0.00,0,10.25,15.00,8
5202A,5M,Back Jump 1 Twist Straight,1.00,0.00,0.00,0,13.00,13.00,1
5202A,7M,Back Jump 1 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5202A,10M,Back Jump 1 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5202D,1M,Back Jump 1 Twist Free,1.00,0.00,0.00,0,13.67,17.00,9
5202D,3M,Back Jump 1 Twist Free,1.00,13.00,13.00,1,15.21,23.00,7
5202D,5M,Back Jump 1 Twist Free,1.00,0.00,0.00,0,0.00,0.00,0
5203A,1M,Back Jump 1 1/2 Twist Straight,1.00,0.00,0.00,0,8.83,14.50,3
5203A,3M,Back Jump 1 1/2 Twist Straight,1.00,6.50,6.50,1,12.00,15.00,4
5203A,5M,Back Jump 1 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5203A,7M,Back Jump 1 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5203A,10M,Back Jump 1 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5205A,1M,Back Jump 2 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5205A,3M,Back Jump 2 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5205A,5M,Back Jump 2 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5205A,7M,Back Jump 2 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5205A,10M,Back Jump 2 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5211A,1M,Back Dive 1/2 Twist Straight,1.80,22.37,45.90,757,22.78,49.20,7859
5211A,3M,Back Dive 1/2 Twist Straight,2.00,25.63,53.00,466,25.69,53.00,4505
5211A,5M,Back Dive 1/2 Twist Straight,1.80,22.92,42.30,21,24.81,47.31,311
5211A,7M,Back Dive 1/2 Twist Straight,2.00,31.00,43.00,2,39.15,52.00,13
5211A,10M,Back Dive 1/2 Twist Straight,2.00,0.00,0.00,0,0.00,0.00,0
5211B,1M,Back Dive 1/2 Twist Pike,1.70,3.40,3.40,1,17.47,32.30,33
5211B,3M,Back Dive 1/2 Twist Pike,1.90,2.53,7.60,3,15.57,32.30,34
5211B,5M,Back Dive 1/2 Twist Pike,1.70,0.00,0.00,0,13.60,19.55,3
5211B,7M,Back Dive 1/2 Twist Pike,1.90,0.00,0.00,0,0.00,0.00,0
5211B,10M,Back Dive 1/2 Twist Pike,1.90,0.00,0.00,0,0.00,0.00,0
5211C,1M,Back Dive 1/2 Twist Tuck,1.60,16.63,20.80,3,18.02,34.40,36
5211C,3M,Back Dive 1/2 Twist Tuck,1.80,16.63,17.55,3,17.62,33.30,34
5211C,5M,Back Dive 1/2 Twist Tuck,1.60,0.00,0.00,0,0.00,0.00,0
5211C,7M,Back Dive 1/2 Twist Tuck,1.80,0.00,0.00,0,0.00,0.00,0
5211C,10M,Back Dive 1/2 Twist Tuck,1.80,0.00,0.00,0,0.00,0.00,0
5212A,1M,Back Dive 1 Twist Straight,2.00,11.67,35.00,3,21.09,48.00,46
5212A,3M,Back Dive 1 Twist Straight,2.20,0.00,0.00,0,31.21,47.30,8
5212A,5M,Back Dive 1 Twist Straight,2.00,0.00,0.00,0,0.00,0.00,0
5212A,7M,Back Dive 1 Twist Straight,2.20,0.00,0.00,0,0.00,0.00,0
5212A,10M,Back Dive 1 Twist Straight,2.20,0.00,0.00,0,0.00,0.00,0
5213A,1M,Back Dive 1 1/2 Twist Straight,2.40,39.33,45.60,9,41.42,63.60,39
5213A,3M,Back Dive 1 1/2 Twist Straight,2.60,0.00,0.00,0,35.10,57.20,6
5221D,1M,Back 1 Somersault 1/2 Twist Free,1.70,23.48,39.10,2208,23.33,44.20,28781
5221D,3M,Back 1 Somersault 1/2 Twist Free,1.80,20.33,36.90,112,21.10,39.60,2021
5221D,5M,Back 1 Somersault 1/2 Twist Free,1.70,18.58,30.60,7,20.49,35.70,39
5221D,7M,Back 1 Somersault 1/2 Twist Free,1.80,0.00,0.00,0,11.70,23.40,2
5221D,10M,Back 1 Somersault 1/2 Twist Free,1.90,0.00,0.00,0,0.00,0.00,0
5222D,1M,Back 1 Somersault 1 Twist Free,1.90,24.21,40.85,254,23.55,45.60,2432
5222D,3M,Back 1 Somersault 1 Twist Free,2.00,24.43,30.00,7,21.77,39.00,50
5222D,5M,Back 1 Somersault 1 Twist Free,1.90,30.40,37.05,2,30.88,37.05,6
5222D,7M,Back 1 Somersault 1 Twist Free,2.00,0.00,0.00,0,0.00,0.00,0
5222D,10M,Back 1 Somersault 1 Twist Free,2.10,0.00,0.00,0,0.00,0.00,0
5223D,1M,Back 1 Somersault 1 1/2 Twist Free,2.30,35.11,60.95,3002,35.07,61.41,41031
5223D,3M,Back 1 Somersault 1 1/2 Twist Free,2.40,30.73,42.00,11,30.38,69.60,204
5223D,5M,Back 1 Somersault 1 1/2 Twist Free,2.30,54.05,54.05,1,32.75,54.05,33
5223D,7M,Back 1 Somersault 1 1/2 Twist Free,2.40,0.00,0.00,0,54.00,54.00,1
5223D,10M,Back 1 Somersault 1 1/2 Twist Free,2.50,0.00,0.00,0,0.00,0.00,0
5224D,1M,Back 1 Somersault 2 Twist Free,2.30,32.78,36.80,4,29.33,50.60,34
5225D,1M,Back 1 Somersault 2 1/2 Twist Free,2.70,40.75,67.50,849,40.40,68.85,11962
5225D,3M,Back 1 Somersault 2 1/2 Twist Free,2.80,24.15,49.00,4,28.86,61.60,26
5225D,5M,Back 1 Somersault 2 1/2 Twist Free,2.70,49.95,49.95,1,42.26,59.40,40
5225D,7M,Back 1 Somersault 2 1/2 Twist Free,2.80,0.00,0.00,0,0.00,0.00,0
5225D,10M,Back 1 Somersault 2 1/2 Twist Free,2.90,0.00,0.00,0,0.00,0.00,0
5227D,1M,Back 1 Somersault 3 1/2 Twist Free,3.20,48.80,64.80,18,43.81,65.60,109
5227D,3M,Back 1 Somersault 3 1/2 Twist Free,3.30,0.00,0.00,0,0.00,0.00,0
5231D,1M,Back 1 1/2 Somersault 1/2 Twist Free,2.10,34.70,55.65,6568,34.15,60.90,60880
5231D,3M,Back 1 1/2 Somersault 1/2 Twist Free,2.00,32.64,53.00,5159,32.50,62.00,60509
5231D,5M,Back 1 1/2 Somersault 1/2 Twist Free,2.10,35.46,58.80,755,34.67,58.80,9539
5231D,7M,Back 1 1/2 Somersault 1/2 Twist Free,2.00,36.44,54.00,273,36.73,60.00,3315
5231D,10M,Back 1 1/2 Somersault 1/2 Twist Free,2.00,40.87,53.00,107,40.18,60.00,1691
5232D,3M,Back 1 1/2 Somersault 1 Twist Free,2.00,0.00,0.00,1,16.30,37.00,15
5233D,1M,Back 1 1/2 Somersault 1 1/2 Twist Free,2.50,42.65,67.50,4604,42.29,71.25,50343
5233D,3M,Back 1 1/2 Somersault 1 1/2 Twist Free,2.40,41.69,66.00,6006,41.20,68.40,66241
5233D,5M,Back 1 1/2 Somersault 1 1/2 Twist Free,2.50,44.58,63.75,794,43.48,72.50,9470
5233D,7M,Back 1 1/2 Somersault 1 1/2 Twist Free,2.40,41.92,60.00,261,42.03,66.00,4030
5233D,10M,Back 1 1/2 Somersault 1 1/2 Twist Free,2.40,44.80,50.40,3,43.05,60.00,135
5235D,1M,Back 1 1/2 Somersault 2 1/2 Twist Free,2.90,49.45,69.60,297,49.29,85.55,3423
5235D,3M,Back 1 1/2 Somersault 2 1/2 Twist Free,2.80,47.69,75.60,2564,47.70,84.00,32701
5235D,5M,Back 1 1/2 Somersault 2 1/2 Twist Free,2.90,57.79,73.95,68,54.18,79.75,621
5235D,7M,Back 1 1/2 Somersault 2 1/2 Twist Free,2.80,48.94,63.00,125,50.36,82.60,2002
5235D,10M,Back 1 1/2 Somersault 2 1/2 Twist Free,2.80,51.21,70.00,113,52.41,77.00,2371
5237D,1M,Back 1 1/2 Somersault 3 1/2 Twist Free,3.40,0.00,0.00,0,49.30,49.30,1
5237D,3M,Back 1 1/2 Somersault 3 1/2 Twist Free,3.30,52.32,67.65,29,50.83,82.50,237
5237D,5M,Back 1 1/2 Somersault 3 1/2 Twist Free,3.40,0.00,0.00,0,0.00,0.00,0
5237D,7M,Back 1 1/2 Somersault 3 1/2 Twist Free,3.30,0.00,0.00,0,58.58,79.20,4
5237D,10M,Back 1 1/2 Somersault 3 1/2 Twist Free,3.30,62.18,79.20,51,62.55,97.35,906
5239D,3M,Back 1 1/2 Somersault 4 1/2 Twist Free,3.70,0.00,0.00,0,0.00,0.00,0
5239D,5M,Back 1 1/2 Somersault 4 1/2 Twist Free,3.80,0.00,0.00,0,0.00,0.00,0
5239D,7M,Back 1 1/2 Somersault 4 1/2 Twist Free,3.70,0.00,0.00,0,0.00,0.00,0
5239D,10M,Back 1 1/2 Somersault 4 1/2 Twist Free,3.70,0.00,0.00,0,59.96,81.40,15
5241B,3M,Back 2 Somersault 1/2 Twist Pike,2.70,44.07,48.60,7,40.73,48.60,9
5241C,1M,Back 2 Somersault 1/2 Twist Tuck,2.60,47.78,60.45,4,36.01,60.45,32
5241D,60M,Back 2 Somersault 1/2 Twist Free,3.20,0.00,0.00,0,0.00,0.00,0
5241D,75M,Back 2 Somersault 1/2 Twist Free,3.70,0.00,0.00,0,0.00,0.00,0
5241D,90M,Back 2 Somersault 1/2 Twist Free,4.20,0.00,0.00,0,0.00,0.00,0
5242B,3M,Back 2 Somersault 1 Twist Pike,2.70,0.00,0.00,0,45.57,50.63,2
5242D,60M,Back 2 Somersault 1 Twist Free,2.90,0.00,0.00,0,0.00,0.00,0
5242D,75M,Back 2 Somersault 1 Twist Free,3.40,0.00,0.00,0,0.00,0.00,0
5242D,90M,Back 2 Somersault 1 Twist Free,3.90,0.00,0.00,0,0.00,0.00,0
5243B,3M,Back 2 Somersault 1 1/2 Twist Pike,3.10,48.05,48.05,1,41.08,54.25,7
5244B,10M,Back 2 Somersault 2 Twist Pike,3.20,0.00,0.00,0,52.00,54.40,2
5244D,60M,Back 2 Somersault 2 Twist Free,3.30,0.00,0.00,0,0.00,0.00,0
5244D,75M,Back 2 Somersault 2 Twist Free,3.80,0.00,0.00,0,0.00,0.00,0
5244D,90M,Back 2 Somersault 2 Twist Free,4.30,0.00,0.00,0,0.00,0.00,0
5246B,10M,Back 2 Somersault 3 Twist Pike,3.80,0.00,0.00,0,70.54,77.90,8
5246D,60M,Back 2 Somersault 3 Twist Free,3.70,0.00,0.00,0,0.00,0.00,0
5246D,75M,Back 2 Somersault 3 Twist Free,4.20,0.00,0.00,0,0.00,0.00,0
5246D,90M,Back 2 Somersault 3 Twist Free,4.70,0.00,0.00,0,0.00,0.00,0
5251B,1M,Back 2 1/2 Somersault 1/2 Twist Pike,2.90,0.00,0.00,0,0.00,0.00,0
5251B,3M,Back 2 1/2 Somersault 1/2 Twist Pike,2.70,43.59,59.40,75,43.38,63.45,512
5251B,5M,Back 2 1/2 Somersault 1/2 Twist Pike,2.90,0.00,0.00,0,0.00,0.00,0
5251B,7M,Back 2 1/2 Somersault 1/2 Twist Pike,2.70,46.48,56.70,7,46.83,67.50,79
5251B,10M,Back 2 1/2 Somersault 1/2 Twist Pike,2.60,47.19,65.00,269,47.61,76.70,2095
5251C,1M,Back 2 1/2 Somersault 1/2 Twist Tuck,2.70,46.09,64.80,14,40.38,64.80,107
5251C,3M,Back 2 1/2 Somersault 1/2 Twist Tuck,2.50,40.07,60.00,64,38.01,75.00,593
5251C,5M,Back 2 1/2 Somersault 1/2 Twist Tuck,2.70,0.00,0.00,0,37.99,56.70,47
5251C,7M,Back 2 1/2 Somersault 1/2 Twist Tuck,2.50,0.00,0.00,0,37.65,55.00,118
5251C,10M,Back 2 1/2 Somersault 1/2 Twist Tuck,2.40,0.00,0.00,0,27.84,36.00,5
5252B,1M,Back 2 1/2 Somersault 1 Twist Pike,3.30,0.00,0.00,0,0.00,0.00,0
5252B,3M,Back 2 1/2 Somersault 1 Twist Pike,3.10,0.00,0.00,0,31.00,31.00,1
5252B,5M,Back 2 1/2 Somersault 1 Twist Pike,3.30,0.00,0.00,0,0.00,0.00,0
5252B,7M,Back 2 1/2 Somersault 1 Twist Pike,3.10,0.00,0.00,0,0.00,0.00,0
5252B,10M,Back 2 1/2 Somersault 1 Twist Pike,3.00,0.00,0.00,0,0.00,0.00,0
5253B,3M,Back 2 1/2 Somersault 1 1/2 Twist Pike,3.40,65.24,76.50,16,59.89,85.75,790
5253B,7M,Back 2 1/2 Somersault 1 1/2 Twist Pike,3.30,58.22,70.95,7,58.73,74.25,18
5253B,10M,Back 2 1/2 Somersault 1 1/2 Twist Pike,3.20,59.13,86.40,810,63.11,102.00,12984
5253C,3M,Back 2 1/2 Somersault 1 1/2 Twist Tuck,3.20,0.00,0.00,0,46.32,70.40,43
5253C,7M,Back 2 1/2 Somersault 1 1/2 Twist Tuck,3.10,0.00,0.00,0,64.35,69.30,2
5253C,10M,Back 2 1/2 Somersault 1 1/2 Twist Tuck,3.00,0.00,0.00,0,57.14,79.50,65
5255B,3M,Back 2 1/2 Somersault 2 1/2 Twist Pike,3.80,0.00,0.00,0,0.00,0.00,0
5255B,10M,Back 2 1/2 Somersault 2 1/2 Twist Pike,3.60,67.08,91.80,55,76.21,108.30,1672
5255C,3M,Back 2 1/2 Somersault 2 1/2 Twist Tuck,3.60,0.00,0.00,0,0.00,0.00,0
5255C,10M,Back 2 1/2 Somersault 2 1/2 Twist Tuck,3.40,0.00,0.00,0,63.00,66.60,2
5257B,10M,Back 2 1/2 Somersault 3 1/2 Twist Pike,4.10,0.00,0.00,0,0.00,0.00,0
5257C,10M,Back 2 1/2 Somersault 3 1/2 Twist Tuck,3.90,0.00,0.00,0,0.00,0.00,0
5262B,60M,Back 3 Somersault 1 Twist Pike,3.70,0.00,0.00,0,0.00,0.00,0
5262B,75M,Back 3 Somersault 1 Twist Pike,4.20,0.00,0.00,0,0.00,0.00,0
5262B,90M,Back 3 Somersault 1 Twist Pike,4.80,0.00,0.00,0,0.00,0.00,0
5262C,60M,Back 3 Somersault 1 Twist Tuck,3.50,0.00,0.00,0,0.00,0.00,0
5262C,75M,Back 3 Somersault 1 Twist Tuck,4.00,0.00,0.00,0,0.00,0.00,0
5262C,90M,Back 3 Somersault 1 Twist Tuck,4.50,0.00,0.00,0,0.00,0.00,0
5264B,60M,Back 3 Somersault 2 Twist Pike,4.10,0.00,0.00,0,0.00,0.00,0
5264B,75M,Back 3 Somersault 2 Twist Pike,4.60,0.00,0.00,0,0.00,0.00,0
5264B,90M,Back 3 Somersault 2 Twist Pike,5.20,0.00,0.00,0,0.00,0.00,0
5264C,60M,Back 3 Somersault 2 Twist Tuck,3.90,0.00,0.00,0,0.00,0.00,0
5264C,75M,Back 3 Somersault 2 Twist Tuck,4.40,0.00,0.00,0,0.00,0.00,0
5264C,90M,Back 3 Somersault 2 Twist Tuck,4.90,0.00,0.00,0,0.00,0.00,0
5271B,10M,Back 3 1/2 Somersault 1/2 Twist Pike,3.20,0.00,0.00,0,0.00,0.00,0
5271C,10M,Back 3 1/2 Somersault 1/2 Twist Tuck,2.90,0.00,0.00,0,48.00,65.25,29
5273B,10M,Back 3 1/2 Somersault 1 1/2 Twist Pike,3.80,0.00,0.00,0,0.00,0.00,0
5273C,10M,Back 3 1/2 Somersault 1 1/2 Twist Tuck,3.50,0.00,0.00,0,0.00,0.00,0
5275B,10M,Back 3 1/2 Somersault 2 1/2 Twist Pike,4.20,0.00,0.00,0,0.00,0.00,0
5275C,10M,Back 3 1/2 Somersault 2 1/2 Twist Tuck,3.90,0.00,0.00,0,0.00,0.00,0
5291C,10M,Back 4 1/2 Somersault 1/2 Twist Tuck,3.80,0.00,0.00,0,0.00,0.00,0
5301A,1M,Reverse Jump 1/2 Twist Straight,1.00,16.39,25.50,59,15.02,25.50,914
5301A,3M,Reverse Jump 1/2 Twist Straight,1.00,14.63,21.50,93,13.97,23.00,1042
5301A,5M,Reverse Jump 1/2 Twist Straight,1.00,13.00,16.00,3,14.14,18.00,29
5301A,7M,Reverse Jump 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5301A,10M,Reverse Jump 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5303A,1M,Reverse Jump 1 1/2 Twist Straight,1.00,0.00,0.00,0,15.00,15.50,2
5303A,3M,Reverse Jump 1 1/2 Twist Straight,1.00,0.00,0.00,0,18.67,20.50,3
5303A,5M,Reverse Jump 1 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5303A,7M,Reverse Jump 1 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5303A,10M,Reverse Jump 1 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5303B,1M,Reverse Jump 1 1/2 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5303B,3M,Reverse Jump 1 1/2 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5303B,5M,Reverse Jump 1 1/2 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5303B,7M,Reverse Jump 1 1/2 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5303B,10M,Reverse Jump 1 1/2 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5303C,1M,Reverse Jump 1 1/2 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5303C,3M,Reverse Jump 1 1/2 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5303C,5M,Reverse Jump 1 1/2 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5303C,7M,Reverse Jump 1 1/2 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5303C,10M,Reverse Jump 1 1/2 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5305A,1M,Reverse Jump 2 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5305A,3M,Reverse Jump 2 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5305A,5M,Reverse Jump 2 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5305A,7M,Reverse Jump 2 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5305A,10M,Reverse Jump 2 1/2 Twist Straight,1.00,0.00,0.00,0,0.00,0.00,0
5305B,1M,Reverse Jump 2 1/2 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5305B,3M,Reverse Jump 2 1/2 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5305B,5M,Reverse Jump 2 1/2 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5305B,7M,Reverse Jump 2 1/2 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5305B,10M,Reverse Jump 2 1/2 Twist Pike,1.00,0.00,0.00,0,0.00,0.00,0
5305C,1M,Reverse Jump 2 1/2 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5305C,3M,Reverse Jump 2 1/2 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5305C,5M,Reverse Jump 2 1/2 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5305C,7M,Reverse Jump 2 1/2 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5305C,10M,Reverse Jump 2 1/2 Twist Tuck,1.00,0.00,0.00,0,0.00,0.00,0
5311A,1M,Reverse Dive 1/2 Twist Straight,1.90,29.58,47.50,19,30.55,47.50,257
5311A,3M,Reverse Dive 1/2 Twist Straight,2.10,35.43,54.60,17,35.92,54.60,226
5311A,5M,Reverse Dive 1/2 Twist Straight,1.90,41.80,42.75,2,35.12,47.31,27
5311A,7M,Reverse Dive 1/2 Twist Straight,2.10,42.00,43.05,2,41.10,50.40,14
5311A,10M,Reverse Dive 1/2 Twist Straight,2.10,0.00,0.00,0,0.00,0.00,0
5311B,1M,Reverse Dive 1/2 Twist Pike,1.80,0.00,0.00,0,9.90,29.70,3
5311B,3M,Reverse Dive 1/2 Twist Pike,2.00,0.00,0.00,0,0.00,0.00,0
5311B,5M,Reverse Dive 1/2 Twist Pike,1.80,0.00,0.00,0,0.00,0.00,0
5311B,7M,Reverse Dive 1/2 Twist Pike,2.00,0.00,0.00,0,0.00,0.00,0
5311B,10M,Reverse Dive 1/2 Twist Pike,2.00,0.00,0.00,0,0.00,0.00,0
5311C,1M,Reverse Dive 1/2 Twist Tuck,1.70,0.00,0.00,0,17.43,17.85,2
5311C,3M,Reverse Dive 1/2 Twist Tuck,1.90,0.00,0.00,0,9.26,27.55,4
5311C,5M,Reverse Dive 1/2 Twist Tuck,1.70,0.00,0.00,0,0.00,0.00,0
5311C,7M,Reverse Dive 1/2 Twist Tuck,1.90,0.00,0.00,0,0.00,0.00,0
5311C,10M,Reverse Dive 1/2 Twist Tuck,1.90,0.00,0.00,0,0.00,0.00,0
5312A,1M,Reverse Dive 1 Twist Straight,2.10,0.00,0.00,0,32.76,47.25,10
5312A,3M,Reverse Dive 1 Twist Straight,2.30,0.00,0.00,0,34.16,41.40,10
5312A,5M,Reverse Dive 1 Twist Straight,2.10,0.00,0.00,0,0.00,0.00,0
5312A,7M,Reverse Dive 1 Twist Straight,2.30,0.00,0.00,0,0.00,0.00,0
5312A,10M,Reverse Dive 1 Twist Straight,2.30,0.00,0.00,0,0.00,0.00,0
5313A,1M,Reverse Dive 1 1/2 Twist Straight,2.50,0.00,0.00,0,39.29,62.50,7
5321D,1M,Reverse 1 Somersault 1/2 Twist Free,1.80,21.13,34.20,100,20.91,38.70,1153
5321D,3M,Reverse 1 Somersault 1/2 Twist Free,1.90,19.60,35.63,116,19.90,52.44,1684
5321D,5M,Reverse 1 Somersault 1/2 Twist Free,1.80,0.00,0.00,0,18.64,33.30,17
5321D,7M,Reverse 1 Somersault 1/2 Twist Free,1.90,0.00,0.00,0,0.00,0.00,1
5321D,10M,Reverse 1 Somersault 1/2 Twist Free,2.00,0.00,0.00,0,0.00,0.00,0
5322D,1M,Reverse 1 Somersault 1 Twist Free,2.00,18.50,34.00,4,21.65,37.00,68
5322D,3M,Reverse 1 Somersault 1 Twist Free,2.10,18.64,37.80,4,18.61,37.80,11
5322D,5M,Reverse 1 Somersault 1 Twist Free,2.00,0.00,0.00,0,0.00,0.00,1
5322D,7M,Reverse 1 Somersault 1 Twist Free,2.10,0.00,0.00,0,0.00,0.00,0
5322D,10M,Reverse 1 Somersault 1 Twist Free,2.20,0.00,0.00,0,0.00,0.00,0
5323D,1M,Reverse 1 Somersault 1 1/2 Twist Free,2.40,25.22,43.20,25,35.32,58.80,451
5323D,3M,Reverse 1 Somersault 1 1/2 Twist Free,2.50,0.00,0.00,0,32.92,40.00,3
5323D,5M,Reverse 1 Somersault 1 1/2 Twist Free,2.40,0.00,0.00,0,0.00,0.00,0
5323D,7M,Reverse 1 Somersault 1 1/2 Twist Free,2.50,0.00,0.00,0,0.00,0.00,0
5323D,10M,Reverse 1 Somersault 1 1/2 Twist Free,2.60,0.00,0.00,0,0.00,0.00,0
5324D,1M,Reverse 1 Somersault 2 Twist Free,2.40,0.00,0.00,0,0.00,0.00,0
5325D,1M,Reverse 1 Somersault 2 1/2 Twist Free,2.80,30.52,46.20,10,39.78,65.80,289
5325D,3M,Reverse 1 Somersault 2 1/2 Twist Free,2.90,0.00,0.00,0,46.10,52.20,2
5325D,5M,Reverse 1 Somersault 2 1/2 Twist Free,2.80,0.00,0.00,0,0.00,0.00,0
5325D,7M,Reverse 1 Somersault 2 1/2 Twist Free,2.90,0.00,0.00,0,0.00,0.00,0
5325D,10M,Reverse 1 Somersault 2 1/2 Twist Free,3.00,0.00,0.00,0,0.00,0.00,0
5327D,1M,Reverse 1 Somersault 3 1/2 Twist Free,3.40,0.00,0.00,0,42.48,58.65,8
5327D,3M,Reverse 1 Somersault 3 1/2 Twist Free,3.50,0.00,0.00,0,0.00,0.00,0
5331D,1M,Reverse 1 1/2 Somersault 1/2 Twist Free,2.20,38.36,58.30,550,37.79,66.00,4673
5331D,3M,Reverse 1 1/2 Somersault 1/2 Twist Free,2.10,36.07,57.75,325,35.44,63.00,2908
5331D,5M,Reverse 1 1/2 Somersault 1/2 Twist Free,2.20,34.10,35.20,2,23.93,35.20,4
5331D,7M,Reverse 1 1/2 Somersault 1/2 Twist Free,2.10,39.90,42.00,2,42.74,51.45,10
5331D,10M,Reverse 1 1/2 Somersault 1/2 Twist Free,2.10,43.40,50.40,3,42.84,57.75,63
5333D,1M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,2.60,46.27,71.50,1565,46.33,78.00,17133
5333D,3M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,2.50,42.91,63.75,559,42.50,72.50,6806
5333D,5M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,2.60,0.00,0.00,0,18.46,54.60,5
5333D,7M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,2.50,0.00,0.00,0,0.00,0.00,0
5333D,10M,Reverse 1 1/2 Somersault 1 1/2 Twist Free,2.50,0.00,0.00,0,49.56,58.75,20
5335D,1M,Reverse 1 1/2 Somersault 2 1/2 Twist Free,3.00,54.12,81.00,979,55.09,90.00,9096
